,genes,logFC,logCPM,PValue,FDR,log10p,sig
5320,Migut.D00740.v2.0,-0.299177269,5.137027401,0.447940336,0.624297853,0.348779829,FALSE
24062,Migut.N00279.v2.0,0.170819151,5.478527294,0.448257425,0.624649632,0.348472508,FALSE
12620,Migut.H00118.v2.0,0.794833931,3.407178879,0.448439717,0.624813497,0.34829593,FALSE
7860,Migut.E00681.v2.0,0.258856636,4.224267661,0.448709519,0.625064818,0.348034717,FALSE
7555,Migut.E00376.v2.0,0.15851346,5.140994656,0.448749548,0.625064818,0.347995976,FALSE
27234,Migut.O00075.v2.0,0.270933097,4.72000336,0.448927736,0.625146928,0.347823562,FALSE
3369,Migut.C00201.v2.0,-0.244827631,4.673047697,0.448937967,0.625146928,0.347813665,FALSE
161,Migut.A00161.v2.0,-0.154822305,7.507967231,0.449467802,0.625794487,0.347301414,FALSE
14664,Migut.H02162.v2.0,-0.197350758,6.37632178,0.449573024,0.625850756,0.347199756,FALSE
2991,Migut.B01746.v2.0,0.201815921,5.688298396,0.449681331,0.625911302,0.347095142,FALSE
21036,Migut.L01347.v2.0,-0.226887759,7.523645349,0.449790815,0.625973469,0.346989417,FALSE
26212,Migut.N02429.v2.0,0.162004344,5.211036783,0.449967207,0.626127463,0.346819136,FALSE
7913,Migut.E00734.v2.0,0.165054227,4.854259892,0.45003114,0.626127463,0.346757434,FALSE
26776,Migut.N02993.v2.0,0.184000108,5.629327408,0.450456615,0.626629145,0.346347031,FALSE
23769,Migut.M02025.v2.0,-0.12197839,6.710866605,0.450646651,0.626645877,0.346163852,FALSE
15402,Migut.I00341.v2.0,0.143377008,7.435450908,0.450660712,0.626645877,0.346150301,FALSE
13159,Migut.H00657.v2.0,0.139412935,6.332012273,0.450663313,0.626645877,0.346147795,FALSE
12910,Migut.H00408.v2.0,-0.156136748,5.514816229,0.450807003,0.626706939,0.346009346,FALSE
12,Migut.A00012.v2.0,-0.275067862,5.295505376,0.450837021,0.626706939,0.345980429,FALSE
486,Migut.A00486.v2.0,-0.143869803,4.89647817,0.451043572,0.626830526,0.345781502,FALSE
2467,Migut.B01222.v2.0,0.141282038,4.623613558,0.451055744,0.626830526,0.345769782,FALSE
11172,Migut.G00022.v2.0,-0.162494884,6.606964784,0.451217272,0.626894013,0.345614285,FALSE
26401,Migut.N02618.v2.0,-0.153723056,4.83148307,0.45123126,0.626894013,0.345600821,FALSE
4884,Migut.D00304.v2.0,-0.13814351,4.984075962,0.451465788,0.627129619,0.345375155,FALSE
7659,Migut.E00480.v2.0,0.172133626,5.943442689,0.451566474,0.627179266,0.345278309,FALSE
13807,Migut.H01305.v2.0,0.174091692,5.397247008,0.451847968,0.627479987,0.345007666,FALSE
4948,Migut.D00368.v2.0,0.141211286,5.749772796,0.452169704,0.627836496,0.34469854,FALSE
1627,Migut.B00382.v2.0,-0.143276645,6.212339687,0.452256656,0.627839251,0.344615033,FALSE
13048,Migut.H00546.v2.0,-0.313452644,4.492978131,0.452301715,0.627839251,0.344571765,FALSE
720,Migut.A00720.v2.0,-0.242567907,4.381169593,0.452902125,0.628582326,0.343995642,FALSE
1589,Migut.B00344.v2.0,-0.209972273,4.370072148,0.45316513,0.628856971,0.343743515,FALSE
2805,Migut.B01560.v2.0,0.16745334,4.801163589,0.453440938,0.629149301,0.343479274,FALSE
230,Migut.A00230.v2.0,-0.160132833,5.788762777,0.453547991,0.629207434,0.343376753,FALSE
17137,Migut.J00860.v2.0,0.199927435,4.882427997,0.453668384,0.629284055,0.343261485,FALSE
21775,Migut.M00031.v2.0,0.155665728,5.188558896,0.453783727,0.629353649,0.343151082,FALSE
2582,Migut.B01337.v2.0,0.204288793,6.286529011,0.454104408,0.629707965,0.342844282,FALSE
465,Migut.A00465.v2.0,0.265534046,4.72142825,0.454284692,0.629867519,0.342671897,FALSE
7346,Migut.E00167.v2.0,-0.301381744,5.579361223,0.454368554,0.629893357,0.342591733,FALSE
22961,Migut.M01217.v2.0,-0.212834103,4.098489792,0.454555982,0.630032628,0.342412622,FALSE
26240,Migut.N02457.v2.0,0.15765473,4.131344421,0.454599498,0.630032628,0.342371048,FALSE
24817,Migut.N01034.v2.0,0.18780996,5.172024454,0.455107474,0.630514947,0.341886032,FALSE
568,Migut.A00568.v2.0,-0.175132767,5.414781379,0.455121867,0.630514947,0.341872298,FALSE
1124,Migut.A01124.v2.0,-0.217278786,4.66587243,0.455143388,0.630514947,0.341851762,FALSE
13658,Migut.H01156.v2.0,-0.125876691,5.60468812,0.455795442,0.63132768,0.341230022,FALSE
8475,Migut.E01296.v2.0,-0.207279721,5.952605222,0.456242149,0.631853898,0.340804595,FALSE
8480,Migut.E01301.v2.0,-0.155562169,6.354993757,0.456349608,0.631853898,0.340702318,FALSE
25107,Migut.N01324.v2.0,0.163801846,5.848769577,0.456371641,0.631853898,0.34068135,FALSE
9234,Migut.F00226.v2.0,0.106340681,5.640586589,0.456605393,0.632086909,0.340458964,FALSE
1950,Migut.B00705.v2.0,0.142565675,5.417173041,0.456693404,0.632118131,0.340375261,FALSE
21670,Migut.L01981.v2.0,0.185604552,5.156407474,0.457113791,0.63259905,0.339975676,FALSE
