N_unmapped	1573034	1573034	1573034
N_multimapping	0	0	0
N_noFeature	94702	4697431	243384
N_ambiguous	356729	2271	177759
Migut.A00001.v2.0	521	1	521
Migut.A00002.v2.0	72	1	72
Migut.A00003.v2.0	934	2	932
Migut.A00004.v2.0	36	5	31
Migut.A00005.v2.0	108	1	107
Migut.A00006.v2.0	332	0	332
Migut.A00007.v2.0	178	0	178
Migut.A00008.v2.0	0	0	0
Migut.A00009.v2.0	114	0	114
Migut.A00010.v2.0	96	1	95
Migut.A00011.v2.0	380	0	380
Migut.A00012.v2.0	222	50	172
Migut.A00013.v2.0	284	0	284
Migut.A00014.v2.0	220	2	219
Migut.A00015.v2.0	241	0	243
Migut.A00016.v2.0	259	0	259
Migut.A00017.v2.0	32	0	33
Migut.A00018.v2.0	14	0	14
Migut.A00019.v2.0	19	3	23
Migut.A00020.v2.0	117	4	120
Migut.A00021.v2.0	47	0	47
Migut.A00022.v2.0	214	0	214
Migut.A00023.v2.0	67	0	67
Migut.A00024.v2.0	0	0	0
Migut.A00025.v2.0	0	0	0
Migut.A00026.v2.0	1	16	2
Migut.A00027.v2.0	55	1	71
Migut.A00028.v2.0	164	2	162
Migut.A00029.v2.0	614	0	614
Migut.A00030.v2.0	466	3	465
Migut.A00031.v2.0	2	1	1
Migut.A00032.v2.0	58	0	58
Migut.A00033.v2.0	845	4	844
Migut.A00034.v2.0	509	3	509
Migut.A00035.v2.0	10631	49	10645
Migut.A00036.v2.0	3	0	3
Migut.A00037.v2.0	0	0	0
Migut.A00038.v2.0	116	1	116
Migut.A00039.v2.0	43	0	43
Migut.A00040.v2.0	10	0	10
Migut.A00041.v2.0	8	0	8
Migut.A00042.v2.0	0	0	0
Migut.A00043.v2.0	533	7	527
Migut.A00044.v2.0	359	1	358
Migut.A00045.v2.0	75	0	75
Migut.A00046.v2.0	217	0	217
Migut.A00047.v2.0	38	0	38
Migut.A00048.v2.0	19	5	14
Migut.A00049.v2.0	0	0	0
Migut.A00050.v2.0	0	27	0
