,genes,logFC,,PValue,FDR,log10p,sig
21885,Migut.M00141.v2.0,-2.370754472,7.906370406,1.93E-05,0.000710722,4.714841361,TRUE
21488,Migut.L01799.v2.0,0.816556147,6.519885676,1.99E-05,0.000729594,4.701805083,TRUE
1006,Migut.A01006.v2.0,-1.096098951,4.965778063,2.05E-05,0.000748092,4.689178565,TRUE
16518,Migut.J00241.v2.0,1.289092546,5.189226695,2.05E-05,0.000748092,4.687641289,TRUE
17722,Migut.J01445.v2.0,-1.265777442,6.849568622,2.09E-05,0.000759686,4.679319845,TRUE
243,Migut.A00243.v2.0,0.940972428,5.188833278,2.10E-05,0.000759686,4.677696639,TRUE
21808,Migut.M00064.v2.0,1.185061233,5.088903892,2.13E-05,0.000768148,4.671262596,TRUE
23119,Migut.M01375.v2.0,-0.730238427,7.554333828,2.20E-05,0.000789796,4.657574969,TRUE
21608,Migut.L01919.v2.0,1.743741989,6.14039406,2.21E-05,0.000791277,4.655149717,TRUE
26476,Migut.N02693.v2.0,-1.419418455,5.038865674,2.35E-05,0.000836483,4.629415847,TRUE
18037,Migut.J01760.v2.0,-0.81469654,4.560222594,2.41E-05,0.000854188,4.617567365,TRUE
16676,Migut.J00399.v2.0,1.749334657,8.222792434,2.42E-05,0.000854188,4.616087997,TRUE
23425,Migut.M01681.v2.0,-1.085074866,4.641446654,2.42E-05,0.000854188,4.615538092,TRUE
14425,Migut.H01923.v2.0,1.354633983,4.001231307,2.46E-05,0.000865099,4.608443613,TRUE
3821,Migut.C00653.v2.0,4.278858945,3.493173747,2.48E-05,0.000869437,4.604694961,TRUE
25272,Migut.N01489.v2.0,1.041871984,4.734284867,2.53E-05,0.000883293,4.596257864,TRUE
19527,Migut.K01355.v2.0,1.317321685,4.285047675,2.58E-05,0.000897839,4.587598875,TRUE
14617,Migut.H02115.v2.0,-1.879294502,5.13389145,2.60E-05,0.00090078,4.584619309,TRUE
10888,Migut.F01880.v2.0,-1.364331562,4.421273333,2.69E-05,0.000926582,4.570800285,TRUE
15275,Migut.I00214.v2.0,-1.002539611,6.797040142,2.89E-05,0.000989961,4.539676361,TRUE
5656,Migut.D01076.v2.0,1.224405035,4.920049656,2.89E-05,0.000989961,4.538974912,TRUE
20965,Migut.L01276.v2.0,-1.947956517,4.042137159,2.95E-05,0.001006699,4.530156032,TRUE
16683,Migut.J00406.v2.0,-1.628824093,6.261086821,3.08E-05,0.001047443,4.511393435,TRUE
5384,Migut.D00804.v2.0,1.047522201,7.216725817,3.14E-05,0.001063394,4.503302998,TRUE
16846,Migut.J00569.v2.0,-1.989666214,4.04905581,3.21E-05,0.001084696,4.493168317,TRUE
7707,Migut.E00528.v2.0,-0.915185623,4.49474104,3.26E-05,0.001096414,4.486985666,TRUE
7836,Migut.E00657.v2.0,1.278855466,4.27530785,3.28E-05,0.001097992,4.484352518,TRUE
6721,Migut.D02141.v2.0,-1.454664466,6.291662079,3.29E-05,0.001097992,4.482559558,TRUE
4853,Migut.D00273.v2.0,2.747277479,3.867290527,3.30E-05,0.001097992,4.481844977,TRUE
16342,Migut.J00065.v2.0,-1.668216536,5.538314915,3.35E-05,0.001112957,4.474470878,TRUE
17034,Migut.J00757.v2.0,1.679940921,6.085004963,3.41E-05,0.001126161,4.467859035,TRUE
3887,Migut.C00719.v2.0,7.30832154,6.108195022,3.43E-05,0.001130102,4.464856846,TRUE
2895,Migut.B01650.v2.0,0.934269884,5.116509639,3.45E-05,0.001131628,4.46279117,TRUE
26511,Migut.N02728.v2.0,0.940308499,4.998234212,3.49E-05,0.001143453,4.456802037,TRUE
8101,Migut.E00922.v2.0,1.0936058,5.015109631,3.69E-05,0.001202233,4.433561818,TRUE
15963,Migut.I00902.v2.0,1.613360669,4.177143823,3.70E-05,0.001204474,4.431288335,TRUE
16607,Migut.J00330.v2.0,1.120888502,11.20869629,3.78E-05,0.001224214,4.422768789,TRUE
2204,Migut.B00959.v2.0,-8.163398856,3.223161753,3.82E-05,0.001232105,4.417719282,TRUE
15166,Migut.I00105.v2.0,2.206165763,5.610805561,3.83E-05,0.001232105,4.417073282,TRUE
8070,Migut.E00891.v2.0,0.91871047,7.857594256,3.87E-05,0.001240062,4.412832333,TRUE
28004,Migut.O00845.v2.0,1.284555981,4.681186709,3.93E-05,0.001256033,4.405834076,TRUE
15940,Migut.I00879.v2.0,2.244761358,4.733768699,3.99E-05,0.001271202,4.399185147,TRUE
11781,Migut.G00631.v2.0,1.045021164,5.838395811,4.07E-05,0.001293507,4.390199877,TRUE
12882,Migut.H00380.v2.0,1.037170839,6.684830065,4.16E-05,0.001317886,4.380664428,TRUE
16850,Migut.J00573.v2.0,-0.964500973,5.375833271,4.32E-05,0.001361184,4.364159548,TRUE
19962,Migut.L00273.v2.0,-1.115883564,4.491599975,4.33E-05,0.001361184,4.363787083,TRUE
21322,Migut.L01633.v2.0,-1.021647498,4.837728514,4.35E-05,0.00136243,4.361977179,TRUE
4091,Migut.C00923.v2.0,1.107903777,11.6444914,4.38E-05,0.001364547,4.358790854,TRUE
246,Migut.A00246.v2.0,-0.880798291,6.327645315,4.38E-05,0.001364547,4.358491953,TRUE
5403,Migut.D00823.v2.0,2.799372623,7.564171228,4.42E-05,0.001372956,4.35442535,TRUE
26369,Migut.N02586.v2.0,-1.056667456,4.495887641,4.47E-05,0.001382289,4.35008878,TRUE
16276,Migut.I01215.v2.0,6.712882386,3.889432009,4.53E-05,0.001396867,4.344142896,TRUE
611,Migut.A00611.v2.0,-1.161662238,6.511697072,4.64E-05,0.001428183,4.333128875,TRUE
19560,Migut.K01388.v2.0,1.50865344,4.799435752,4.69E-05,0.00143902,4.328464711,TRUE
4004,Migut.C00836.v2.0,9.45438943,4.688813785,4.75E-05,0.001452215,4.323124137,TRUE
11057,Migut.F02049.v2.0,-1.081375399,5.773111705,4.89E-05,0.00149077,4.310372425,TRUE
19109,Migut.K00937.v2.0,-2.045324246,4.459129927,4.94E-05,0.001501016,4.306029668,TRUE
12618,Migut.H00116.v2.0,-1.13918693,6.566231866,4.97E-05,0.001503281,4.304011271,TRUE
17098,Migut.J00821.v2.0,2.758546034,7.918617134,5.01E-05,0.001512593,4.299966593,TRUE
17404,Migut.J01127.v2.0,2.085370559,4.896820118,5.06E-05,0.001512593,4.295656266,TRUE
11726,Migut.G00576.v2.0,-0.73466542,8.920808192,5.06E-05,0.001512593,4.295654885,TRUE
21537,Migut.L01848.v2.0,-1.281900911,7.107529309,5.07E-05,0.001512593,4.29534731,TRUE
1596,Migut.B00351.v2.0,-1.568686889,8.889008539,5.07E-05,0.001512593,4.294575247,TRUE
16514,Migut.J00237.v2.0,-2.09842373,4.286234368,5.22E-05,0.001550587,4.282462805,TRUE
1452,Migut.B00207.v2.0,0.755096709,6.710889705,5.26E-05,0.001558679,4.278867958,TRUE
11234,Migut.G00084.v2.0,1.832176849,5.866745153,5.46E-05,0.001612596,4.26276891,TRUE
22934,Migut.M01190.v2.0,-2.292343016,6.407585542,5.55E-05,0.001631439,4.255846121,TRUE
6985,Migut.D02405.v2.0,1.997454513,3.806894103,5.56E-05,0.001631439,4.25507553,TRUE
16601,Migut.J00324.v2.0,-0.731778427,5.793603547,5.64E-05,0.001651699,4.248397451,TRUE
22170,Migut.M00426.v2.0,-1.196106624,4.483180846,5.70E-05,0.00166203,4.244375434,TRUE
23712,Migut.M01968.v2.0,0.71552158,6.88446208,5.85E-05,0.001702397,4.23264325,TRUE
163,Migut.A00163.v2.0,0.702626762,7.789776759,5.98E-05,0.001734073,4.223020457,TRUE
10989,Migut.F01981.v2.0,-1.635048806,4.762546443,6.00E-05,0.001734073,4.222028456,TRUE
20258,Migut.L00569.v2.0,8.754126684,4.228535042,6.02E-05,0.001734747,4.220561183,TRUE
2021,Migut.B00776.v2.0,1.813311728,6.744479,6.06E-05,0.001735778,4.217803936,TRUE
13346,Migut.H00844.v2.0,-4.946028337,3.634175686,6.06E-05,0.001735778,4.21771816,TRUE
16343,Migut.J00066.v2.0,7.100384734,4.480952227,6.08E-05,0.001736579,4.216230906,TRUE
27937,Migut.O00778.v2.0,1.31691802,4.671159852,6.30E-05,0.00179383,4.200861202,TRUE
11870,Migut.G00720.v2.0,3.154118673,4.759895275,6.37E-05,0.001810459,4.195574513,TRUE
18862,Migut.K00690.v2.0,0.780511527,7.481963891,6.44E-05,0.001822551,4.191408065,TRUE
23125,Migut.M01381.v2.0,-0.852262353,5.102112389,6.55E-05,0.001849979,4.183649404,TRUE
21607,Migut.L01918.v2.0,-0.990210843,4.683350442,6.58E-05,0.001852693,4.181744566,TRUE
16826,Migut.J00549.v2.0,1.72177534,6.548106394,6.65E-05,0.001866103,4.177348214,TRUE
27282,Migut.O00123.v2.0,-0.740632671,6.360122945,6.68E-05,0.001869261,4.17512974,TRUE
8995,Migut.E01816.v2.0,1.513729237,4.187112116,6.70E-05,0.001869261,4.174096109,TRUE
1937,Migut.B00692.v2.0,-0.945967694,5.678876247,6.73E-05,0.001872579,4.172072714,TRUE
15002,Migut.H02500.v2.0,1.062266826,4.781016242,6.83E-05,0.001890638,4.165890513,TRUE
24093,Migut.N00310.v2.0,5.122368867,5.753779957,6.83E-05,0.001890638,4.165408365,TRUE
11099,Migut.F02091.v2.0,5.796361246,4.404206722,6.95E-05,0.001916716,4.15821653,TRUE
11120,Migut.F02112.v2.0,1.028600461,5.098401994,7.01E-05,0.001927657,4.154505294,TRUE
2873,Migut.B01628.v2.0,1.159371216,6.352489279,7.06E-05,0.001937844,4.150980808,TRUE
27738,Migut.O00579.v2.0,4.356790733,3.860887657,7.18E-05,0.001964914,4.143723935,TRUE
15069,Migut.I00008.v2.0,5.078575319,6.872843729,7.35E-05,0.002006338,4.133434955,TRUE
5121,Migut.D00541.v2.0,-1.34499636,6.958967077,7.38E-05,0.002007485,4.131961589,TRUE
11878,Migut.G00728.v2.0,3.202026587,8.069111585,7.51E-05,0.002037686,4.124255034,TRUE
14466,Migut.H01964.v2.0,1.122271218,5.5068346,7.54E-05,0.002040386,4.122461693,TRUE
19698,Migut.L00009.v2.0,-1.798161552,4.44099297,7.59E-05,0.002047738,4.119684735,TRUE
16015,Migut.I00954.v2.0,-1.297972642,5.487779868,7.65E-05,0.002054593,4.116589011,TRUE
26296,Migut.N02513.v2.0,-1.744210627,7.042056272,7.66E-05,0.002054593,4.115813972,TRUE
22924,Migut.M01180.v2.0,-0.775775492,5.007395461,7.84E-05,0.002091573,4.105934927,TRUE
11721,Migut.G00571.v2.0,0.765761414,7.047358491,7.85E-05,0.002091573,4.105166715,TRUE
15594,Migut.I00533.v2.0,-1.341219665,5.262937279,7.88E-05,0.002091573,4.103537719,TRUE
2251,Migut.B01006.v2.0,0.798905351,5.559273035,7.88E-05,0.002091573,4.103267815,TRUE
2883,Migut.B01638.v2.0,2.67622855,6.165887551,8.02E-05,0.002121056,4.095997144,TRUE
12700,Migut.H00198.v2.0,2.029591547,5.903191638,8.19E-05,0.002162232,4.08645876,TRUE
3145,Migut.B01900.v2.0,2.273271458,7.093233427,8.42E-05,0.002216377,4.074532597,TRUE
22682,Migut.M00938.v2.0,4.019768045,8.089669768,8.69E-05,0.002281461,4.060781442,TRUE
5103,Migut.D00523.v2.0,-2.07530081,4.785480923,8.74E-05,0.002282,4.058474589,TRUE
7334,Migut.E00155.v2.0,0.907281742,5.578967105,8.74E-05,0.002282,4.058324793,TRUE
13308,Migut.H00806.v2.0,1.238229167,4.851473231,8.88E-05,0.002310388,4.051783351,TRUE
26200,Migut.N02417.v2.0,-1.184532946,4.754465548,9.08E-05,0.002357944,4.041765862,TRUE
9175,Migut.F00167.v2.0,1.482246224,5.713559322,9.11E-05,0.002359313,4.040347859,TRUE
15033,Migut.H02531.v2.0,2.717171279,7.862550683,9.20E-05,0.002376372,4.036056246,TRUE
2376,Migut.B01131.v2.0,-1.337167509,4.668976987,9.28E-05,0.002389922,4.032427184,TRUE
14751,Migut.H02249.v2.0,-1.077545999,4.795840007,9.49E-05,0.002435284,4.022920189,TRUE
21415,Migut.L01726.v2.0,1.293332661,5.988510715,9.51E-05,0.002435284,4.021951221,TRUE
48,Migut.A00048.v2.0,-1.991072727,4.09410534,9.79E-05,0.002495336,4.009293201,TRUE
5029,Migut.D00449.v2.0,0.769669342,6.350689119,9.80E-05,0.002495336,4.008705171,TRUE
9517,Migut.F00509.v2.0,2.352312268,5.500168522,9.82E-05,0.002495336,4.007929685,TRUE
17206,Migut.J00929.v2.0,-1.080473422,4.565992805,9.97E-05,0.002526252,4.001440657,TRUE
16096,Migut.I01035.v2.0,0.855289878,6.089310862,0.000102097,0.002581016,3.990988236,TRUE
17837,Migut.J01560.v2.0,1.587819622,3.761944717,0.000103023,0.00259314,3.987066466,TRUE
25032,Migut.N01249.v2.0,-0.979591112,6.84256701,0.000103113,0.00259314,3.986685065,TRUE
9304,Migut.F00296.v2.0,0.80541564,5.637441217,0.000103614,0.002596732,3.984581305,TRUE
2992,Migut.B01747.v2.0,0.917150032,6.257228425,0.000103794,0.002596732,3.98382781,TRUE
21623,Migut.L01934.v2.0,-2.619547077,3.44089904,0.00010533,0.002628351,3.97744786,TRUE
5473,Migut.D00893.v2.0,1.525286264,4.219904733,0.00010747,0.002674839,3.968712925,TRUE
18241,Migut.K00069.v2.0,1.055606942,5.818729885,0.000108226,0.002686738,3.965667271,TRUE
11621,Migut.G00471.v2.0,2.400980223,4.819603888,0.000116897,0.002894555,3.932195792,TRUE
26486,Migut.N02703.v2.0,-1.694080529,4.231426562,0.000118155,0.00291822,3.927547403,TRUE
539,Migut.A00539.v2.0,-0.763099913,7.019467707,0.000121275,0.002987631,3.916229279,TRUE
9081,Migut.F00073.v2.0,-1.630571188,4.738683824,0.000121679,0.002989963,3.914783837,TRUE
14792,Migut.H02290.v2.0,1.046180222,5.628428734,0.000123157,0.003018599,3.909540617,TRUE
4544,Migut.C01376.v2.0,-1.205063675,3.961044288,0.000124671,0.003047979,3.904233203,TRUE
25697,Migut.N01914.v2.0,-0.791409476,5.192551398,0.000126951,0.003095871,3.896364163,TRUE
17683,Migut.J01406.v2.0,-1.08721601,7.013096691,0.000127637,0.003104761,3.894023581,TRUE
4079,Migut.C00911.v2.0,-0.838067178,4.901288099,0.000130796,0.003166735,3.883404636,TRUE
14393,Migut.H01891.v2.0,-1.216818019,4.610784415,0.000130841,0.003166735,3.883257659,TRUE
8224,Migut.E01045.v2.0,0.82685076,7.009781226,0.000131865,0.003182873,3.879870861,TRUE
8320,Migut.E01141.v2.0,1.182144047,7.235716131,0.000132474,0.003182873,3.877869478,TRUE
23599,Migut.M01855.v2.0,1.809167987,6.228788938,0.000132496,0.003182873,3.877796817,TRUE
2761,Migut.B01516.v2.0,2.43172203,5.634186238,0.00013667,0.003274993,3.864326792,TRUE
2254,Migut.B01009.v2.0,-1.254108671,5.369024514,0.00013811,0.003294694,3.859773457,TRUE
4739,Migut.D00159.v2.0,-1.667532709,6.671698585,0.000138174,0.003294694,3.85957211,TRUE
15443,Migut.I00382.v2.0,1.073901256,4.14465178,0.000142946,0.003398606,3.84482784,TRUE
21624,Migut.L01935.v2.0,-0.838759441,8.988465529,0.000143236,0.003398606,3.843947058,TRUE
19630,Migut.K01458.v2.0,-1.399807804,4.182178345,0.000144199,0.003413059,3.841038225,TRUE
20567,Migut.L00878.v2.0,1.120232068,5.345947534,0.000144658,0.003415553,3.839657876,TRUE
26492,Migut.N02709.v2.0,1.992206866,4.76161609,0.000146222,0.003434615,3.834988332,TRUE
20817,Migut.L01128.v2.0,-0.990676212,9.450268036,0.000146776,0.003434615,3.833346281,TRUE
24616,Migut.N00833.v2.0,-0.792224504,6.445373989,0.000146819,0.003434615,3.833216952,TRUE
11786,Migut.G00636.v2.0,-0.971673601,8.892531697,0.00014724,0.003434615,3.831975409,TRUE
16696,Migut.J00419.v2.0,1.816260525,3.718411955,0.000147244,0.003434615,3.831963832,TRUE
5341,Migut.D00761.v2.0,1.311455799,4.880409217,0.000149062,0.003468662,3.826632096,TRUE
8517,Migut.E01338.v2.0,1.545525852,4.046036749,0.000150732,0.003493066,3.821793646,TRUE
24850,Migut.N01067.v2.0,1.093273215,6.877238343,0.000150834,0.003493066,3.821499417,TRUE
23460,Migut.M01716.v2.0,-1.03226828,4.80200054,0.000153123,0.003523349,3.814958992,TRUE
7880,Migut.E00701.v2.0,-0.845252166,5.128309238,0.0001532,0.003523349,3.814740095,TRUE
15936,Migut.I00875.v2.0,1.317652692,4.507245704,0.000153237,0.003523349,3.814637321,TRUE
7391,Migut.E00212.v2.0,1.153676965,4.479892692,0.000156506,0.003589967,3.80546964,TRUE
4096,Migut.C00928.v2.0,1.281168547,5.412040796,0.000157413,0.003602225,3.802958951,TRUE
20571,Migut.L00882.v2.0,1.398696945,5.168034518,0.000157889,0.003604582,3.801646944,TRUE
26145,Migut.N02362.v2.0,-1.586525672,4.251680798,0.000160474,0.003654956,3.794594277,TRUE
25690,Migut.N01907.v2.0,1.440335565,4.550707111,0.000161252,0.003664025,3.792494841,TRUE
11532,Migut.G00382.v2.0,0.744772214,7.937441052,0.000161938,0.003669642,3.790650694,TRUE
13066,Migut.H00564.v2.0,1.013721724,5.880965701,0.000162259,0.003669642,3.789790711,TRUE
5440,Migut.D00860.v2.0,-2.518451894,4.135889271,0.000163989,0.003700086,3.785186604,TRUE
15190,Migut.I00129.v2.0,-1.058295769,4.600768386,0.0001669,0.003757002,3.777543541,TRUE
7002,Migut.D02422.v2.0,-0.960127452,7.151442017,0.000170548,0.00383019,3.768153477,TRUE
26218,Migut.N02435.v2.0,1.027145441,5.90795898,0.000172253,0.003859504,3.763833473,TRUE
11923,Migut.G00773.v2.0,-1.504413435,6.875953477,0.000174036,0.003884385,3.759361833,TRUE
4202,Migut.C01034.v2.0,0.821404802,8.127532284,0.000174168,0.003884385,3.759032068,TRUE
1126,Migut.A01126.v2.0,-0.688896541,5.779976147,0.000176016,0.00391655,3.754448859,TRUE
7341,Migut.E00162.v2.0,-1.471199725,6.646345188,0.00017668,0.003922287,3.752813552,TRUE
25792,Migut.N02009.v2.0,0.825446394,6.463487436,0.000178372,0.003950767,3.748674286,TRUE
10012,Migut.F01004.v2.0,1.621660452,4.8683235,0.000178909,0.003953613,3.747366652,TRUE
4564,Migut.C01396.v2.0,-0.832993578,9.644245654,0.000179657,0.003958892,3.74555588,TRUE
11385,Migut.G00235.v2.0,1.236515926,4.072114564,0.000180249,0.003958892,3.744126003,TRUE
14800,Migut.H02298.v2.0,-0.91081576,4.06208738,0.000180378,0.003958892,3.743815873,TRUE
4334,Migut.C01166.v2.0,-0.998870543,5.156577607,0.00018154,0.003975353,3.741027894,TRUE
7622,Migut.E00443.v2.0,1.176515225,4.092475184,0.000184184,0.004024129,3.734748015,TRUE
7308,Migut.E00129.v2.0,-1.620413697,5.834756197,0.00018525,0.004038276,3.73224252,TRUE
15805,Migut.I00744.v2.0,0.956788432,6.517743063,0.000186925,0.004065612,3.728333359,TRUE
15081,Migut.I00020.v2.0,0.660572379,6.411125527,0.00018845,0.004081773,3.724804737,TRUE
8031,Migut.E00852.v2.0,-0.721539629,6.414775213,0.000188513,0.004081773,3.724658487,TRUE
11110,Migut.F02102.v2.0,1.224624387,7.666204421,0.000189386,0.004091509,3.722651149,TRUE
19219,Migut.K01047.v2.0,-1.414724225,4.094630981,0.000190683,0.004110323,3.719688318,TRUE
24218,Migut.N00435.v2.0,1.654893796,5.291590875,0.000192742,0.004145448,3.715024449,TRUE
6082,Migut.D01502.v2.0,-1.032399071,4.336132746,0.000195306,0.00419127,3.709284101,TRUE
7737,Migut.E00558.v2.0,0.698978043,5.74178878,0.000196586,0.004209377,3.706447847,TRUE
26927,Migut.N03144.v2.0,-1.094988797,4.09074296,0.000197938,0.004222028,3.703469965,TRUE
18086,Migut.J01809.v2.0,4.296325009,3.423047741,0.000198235,0.004222028,3.702820519,TRUE
19150,Migut.K00978.v2.0,5.044726116,5.418975305,0.000198488,0.004222028,3.702265224,TRUE
1860,Migut.B00615.v2.0,-0.813372521,7.511380754,0.000202897,0.004306325,3.692724035,TRUE
7298,Migut.E00119.v2.0,-1.253486269,4.965596968,0.000204801,0.00433719,3.68866896,TRUE
16625,Migut.J00348.v2.0,-0.92651771,4.903968748,0.000210812,0.004454732,3.676104479,TRUE
25863,Migut.N02080.v2.0,1.24646506,6.628017226,0.000213289,0.004497236,3.671031119,TRUE
19166,Migut.K00994.v2.0,1.431469409,4.0502213,0.00021488,0.004511282,3.667804861,TRUE
15574,Migut.I00513.v2.0,-0.817538172,4.799481096,0.00021489,0.004511282,3.667784446,TRUE
11641,Migut.G00491.v2.0,-0.795253786,5.95433152,0.000217044,0.004535471,3.663452731,TRUE
14280,Migut.H01778.v2.0,-1.482993053,5.308026416,0.000217099,0.004535471,3.663342026,TRUE
12853,Migut.H00351.v2.0,-1.216254517,5.526321871,0.000217451,0.004535471,3.662638846,TRUE
27880,Migut.O00721.v2.0,-1.162366427,8.323361387,0.000219587,0.00457015,3.658393764,TRUE
4589,Migut.D00009.v2.0,-0.773489581,7.134242479,0.000221497,0.004599985,3.654632855,TRUE
1406,Migut.B00161.v2.0,0.89659411,7.311308344,0.00022274,0.004615871,3.652202683,TRUE
1642,Migut.B00397.v2.0,-1.240459817,7.536281717,0.000223484,0.004621377,3.65075391,TRUE
15580,Migut.I00519.v2.0,1.284853908,4.009385852,0.000224352,0.004629413,3.649070455,TRUE
530,Migut.A00530.v2.0,-0.770808962,5.555957525,0.000226994,0.00467239,3.64398553,TRUE
12897,Migut.H00395.v2.0,-1.482759262,4.686569299,0.000227402,0.00467239,3.643205316,TRUE
11932,Migut.G00782.v2.0,-0.94971527,6.10152476,0.000229436,0.004704166,3.639338679,TRUE
4459,Migut.C01291.v2.0,-1.109349694,5.461380517,0.000229939,0.004704498,3.638386947,TRUE
20381,Migut.L00692.v2.0,0.600561337,6.481305511,0.000230431,0.004704598,3.637458597,TRUE
17023,Migut.J00746.v2.0,0.885938754,8.222100093,0.000234167,0.004770784,3.630474109,TRUE
23032,Migut.M01288.v2.0,1.784614864,10.25903534,0.000236245,0.004793562,3.626636624,TRUE
11116,Migut.F02108.v2.0,1.002616638,3.791042167,0.000236399,0.004793562,3.626354303,TRUE
20304,Migut.L00615.v2.0,0.996574517,5.207450081,0.000236774,0.004793562,3.625665482,TRUE
16452,Migut.J00175.v2.0,-1.02833536,4.237206793,0.000240188,0.004852507,3.619448153,TRUE
2305,Migut.B01060.v2.0,-1.296633991,6.270943231,0.000243214,0.004896945,3.614010781,TRUE
6995,Migut.D02415.v2.0,-0.699545504,8.524396825,0.000243423,0.004896945,3.613638308,TRUE
21611,Migut.L01922.v2.0,-0.80731388,4.647718726,0.000245049,0.004896945,3.610747852,TRUE
13326,Migut.H00824.v2.0,-1.137137736,4.263026554,0.00024534,0.004896945,3.610230904,TRUE
4026,Migut.C00858.v2.0,1.649889261,6.026157734,0.00024543,0.004896945,3.610072045,TRUE
7852,Migut.E00673.v2.0,-0.894023425,4.347046143,0.000245852,0.004896945,3.609327126,TRUE
14720,Migut.H02218.v2.0,1.41892014,5.129794866,0.000245937,0.004896945,3.60917528,TRUE
14465,Migut.H01963.v2.0,-1.224319696,4.467808702,0.000248686,0.004941485,3.604348466,TRUE
7652,Migut.E00473.v2.0,1.01701486,4.966467043,0.000251051,0.00497823,3.600238327,TRUE
11073,Migut.F02065.v2.0,-1.021888466,4.166863636,0.000255273,0.005051581,3.592995086,TRUE
27527,Migut.O00368.v2.0,-0.988898119,4.838654441,0.000257384,0.005082943,3.5894181,TRUE
177,Migut.A00177.v2.0,1.433811601,7.366165951,0.000258026,0.005085216,3.588336772,TRUE
837,Migut.A00837.v2.0,-0.65789588,7.346766489,0.000258722,0.005088556,3.587166167,TRUE
11284,Migut.G00134.v2.0,0.812269708,5.68110838,0.00026027,0.005108593,3.584575857,TRUE
4938,Migut.D00358.v2.0,-1.322286535,5.997333817,0.000264172,0.005168443,3.578112609,TRUE
21339,Migut.L01650.v2.0,-1.344519455,5.26631818,0.000264585,0.005168443,3.577434307,TRUE
20439,Migut.L00750.v2.0,6.584570832,3.980672254,0.000264925,0.005168443,3.576877297,TRUE
23805,Migut.N00022.v2.0,1.219815761,8.105545753,0.000267312,0.005204492,3.572982231,TRUE
12896,Migut.H00394.v2.0,1.129591203,4.541436011,0.000270051,0.005247249,3.568554188,TRUE
8572,Migut.E01393.v2.0,-0.737987277,6.119688469,0.000274905,0.005330847,3.560816641,TRUE
7311,Migut.E00132.v2.0,-1.621398841,4.334855303,0.000275562,0.005332865,3.559781055,TRUE
7889,Migut.E00710.v2.0,-0.848956452,6.117710195,0.000276816,0.005346428,3.557808512,TRUE
9591,Migut.F00583.v2.0,-1.235800079,5.414542781,0.000284004,0.005474302,3.54667575,TRUE
14460,Migut.H01958.v2.0,0.65851472,5.00282657,0.000285311,0.005488544,3.544681337,TRUE
11177,Migut.G00027.v2.0,-0.567481022,8.184241606,0.00028771,0.005523692,3.541044801,TRUE
811,Migut.A00811.v2.0,0.88323094,4.903690277,0.000288651,0.005530753,3.539627463,TRUE
16191,Migut.I01130.v2.0,0.847851569,5.808248414,0.000290496,0.005554266,3.536859641,TRUE
14404,Migut.H01902.v2.0,-0.990139698,4.290468726,0.000291028,0.005554266,3.536065041,TRUE
9734,Migut.F00726.v2.0,0.941452018,5.523081878,0.000296378,0.005635456,3.528154272,TRUE
6509,Migut.D01929.v2.0,1.62662694,4.278598837,0.000296449,0.005635456,3.528049447,TRUE
25698,Migut.N01915.v2.0,-0.959440791,6.079946408,0.000300573,0.005696599,3.522050365,TRUE
22267,Migut.M00523.v2.0,-0.938533768,4.376043142,0.000300846,0.005696599,3.521656421,TRUE
10955,Migut.F01947.v2.0,-2.566987874,6.084717189,0.000307681,0.005814631,3.51189914,TRUE
16512,Migut.J00235.v2.0,-1.682023176,4.820102908,0.000316261,0.005965109,3.499953881,TRUE
27898,Migut.O00739.v2.0,0.828261414,6.314943927,0.000320829,0.006028933,3.493726638,TRUE
9575,Migut.F00567.v2.0,-0.929474853,5.2999254,0.0003216,0.006028933,3.492683981,TRUE
17864,Migut.J01587.v2.0,-1.095688236,4.818708332,0.000322051,0.006028933,3.492074784,TRUE
1313,Migut.B00068.v2.0,-1.792785727,4.462159081,0.000322142,0.006028933,3.491952096,TRUE
14080,Migut.H01578.v2.0,1.685797237,5.038466087,0.000331774,0.006197185,3.479157218,TRUE
17975,Migut.J01698.v2.0,0.88284757,5.003135158,0.0003329,0.006197947,3.477686273,TRUE
16300,Migut.J00023.v2.0,-1.275120783,5.678597718,0.000333099,0.006197947,3.477427047,TRUE
26317,Migut.N02534.v2.0,-1.231378156,4.30553221,0.000337552,0.006267804,3.471659501,TRUE
