"","genes","logFC","logCPM","PValue","FDR"
"21954","Migut.M00210.v2.0",0.814216517204387,8.88218818692845,6.81918342101903e-05,0.00255243621305352
"7901","Migut.E00722.v2.0",-1.00044263184689,6.06827700048994,6.87012290001036e-05,0.00256157439557529
"2913","Migut.B01668.v2.0",-2.13734693764568,6.68901491175087,6.96556653729997e-05,0.00258717215579638
"20439","Migut.L00750.v2.0",7.4598526462645,3.98067225444323,7.05138962980252e-05,0.00259968737566706
"15580","Migut.I00519.v2.0",1.41934975847477,4.0093858521161,7.0531023343147e-05,0.00259968737566706
"22821","Migut.M01077.v2.0",-1.08271264526128,4.05267881383527,7.10633764370491e-05,0.00260934990970564
"25838","Migut.N02055.v2.0",-1.06085603639552,6.2681665561872,7.32904046571879e-05,0.00267591489698691
"27661","Migut.O00502.v2.0",-1.78701605349349,5.95476063725662,7.34304077561904e-05,0.00267591489698691
"18624","Migut.K00452.v2.0",0.855352620815879,7.08376162627643,7.47354501889061e-05,0.00271323399426416
"27083","Migut.N03300.v2.0",-1.83523033343154,5.19379864499927,7.59750190222124e-05,0.00274790546328654
"862","Migut.A00862.v2.0",0.809537562862671,6.67126673968948,8.08257499188603e-05,0.00291244129465087
"16516","Migut.J00239.v2.0",1.29257239058397,4.26416782468233,8.18422907696181e-05,0.00293810781398588
"16758","Migut.J00481.v2.0",-1.12231896613068,7.60259065335142,8.242783541786e-05,0.00294816891344546
"9962","Migut.F00954.v2.0",6.0770281839841,3.53354866948113,8.29754235029701e-05,0.0029568031910265
"19596","Migut.K01424.v2.0",-1.31323566171268,5.56280181834485,8.37093708104958e-05,0.00297199041881234
"2782","Migut.B01537.v2.0",-1.57924421306758,5.4386477810945,8.6063264338099e-05,0.00304436975719056
"17059","Migut.J00782.v2.0",1.41158868780937,5.92732981958577,8.6748619335084e-05,0.00305741393036097
"5148","Migut.D00568.v2.0",1.03799688059159,4.30831337146796,8.80805785982722e-05,0.00309306962735824
"7908","Migut.E00729.v2.0",2.18143190524737,4.29288419788758,8.86173417952915e-05,0.00310002266221858
"9534","Migut.F00526.v2.0",-1.39391642156025,4.79245350571964,8.89206044770164e-05,0.00310002266221858
"33","Migut.A00033.v2.0",-1.24212811701219,7.71222910015925,9.07498027893207e-05,0.0031478250237139
"7917","Migut.E00738.v2.0",2.66483511263517,3.79927729276936,9.0943686612424e-05,0.0031478250237139
"39","Migut.A00039.v2.0",1.2011158485898,4.2843361340684,9.16911544625299e-05,0.00316059194407599
"17657","Migut.J01380.v2.0",1.19875175754625,7.71625795636191,9.19671053417577e-05,0.00316059194407599
"27085","Migut.N03302.v2.0",1.7083457355749,6.36781536294426,9.26628465750623e-05,0.0031732096077141
"19860","Migut.L00171.v2.0",0.859762275279525,5.64632374064888,9.45108911592262e-05,0.00322505892552879
"10423","Migut.F01415.v2.0",-2.23676945811043,6.92905111478097,9.5133996424827e-05,0.00323489085730477
"4674","Migut.D00094.v2.0",-0.928479956408536,7.60913606540299,9.67692702836859e-05,0.00327895032677037
"25389","Migut.N01606.v2.0",-0.777707945993579,8.43308849288372,9.7906845565956e-05,0.00330589653017635
"6995","Migut.D02415.v2.0",-0.801753276308447,8.52439682493669,0.000100228250623976,0.00337105543859476
"24630","Migut.N00847.v2.0",1.58007943063903,3.88867552015769,0.000100534738150077,0.00337105543859476
"8263","Migut.E01084.v2.0",-1.06434873860388,5.67150109614147,0.000100904610996111,0.00337175027124375
"7882","Migut.E00703.v2.0",-1.5427729689373,4.48652746698331,0.000102417543152629,0.00341050418698253
"11560","Migut.G00410.v2.0",1.01403137875668,8.01762941536033,0.00010362029756583,0.00343869832849904
"23922","Migut.N00139.v2.0",-0.993106360214386,4.26717155606055,0.00010867667374881,0.00359414602189128
"15895","Migut.I00834.v2.0",-1.98787248080252,5.76037653709642,0.000109332599731533,0.00360349800548606
"24324","Migut.N00541.v2.0",1.44128344911904,7.97430400747801,0.000110029211149343,0.00361329712541556
"16372","Migut.J00095.v2.0",-1.5818437627689,4.85955983418748,0.000110378238790265,0.00361329712541556
"1468","Migut.B00223.v2.0",-1.21814728703374,6.43604957165058,0.000111542493898613,0.00363907386344226
"11570","Migut.G00420.v2.0",-1.29315365489197,6.52761277100554,0.000112575584834252,0.0036604121977925
"9346","Migut.F00338.v2.0",-1.17309602016725,5.82039910994741,0.000113870734200178,0.00368632471020223
"27128","Migut.N03345.v2.0",-1.01128098615414,6.88066054482117,0.000114135972698609,0.00368632471020223
"14305","Migut.H01803.v2.0",-1.5556227388165,9.23978832620977,0.00011479150875464,0.00369513866681185
"4837","Migut.D00257.v2.0",1.33895088453257,4.81141789627772,0.000117290005065793,0.00375656778749981
"17128","Migut.J00851.v2.0",1.25613985329352,5.67576302441492,0.000117590074719544,0.00375656778749981
"26228","Migut.N02445.v2.0",0.743617664635647,7.19740315486756,0.000117866836451532,0.00375656778749981
"25939","Migut.N02156.v2.0",-1.11183157858836,5.88681724675961,0.00011859959217424,0.00376748770271921
"5105","Migut.D00525.v2.0",-1.04154770209444,5.42085511080899,0.000119501630333475,0.00378188401963456
"24632","Migut.N00849.v2.0",-0.887366382327201,5.14444086306156,0.000119836026717218,0.00378188401963456
"4290","Migut.C01122.v2.0",-1.76435740009015,5.43916293470675,0.000120234304175968,0.00378209340530074
"5462","Migut.D00882.v2.0",1.16162762165528,4.84577880839732,0.000120871966155959,0.0037898070687276
"10895","Migut.F01887.v2.0",0.967652067647153,6.66210538746016,0.000121826149400781,0.00380736286331179
"25828","Migut.N02045.v2.0",-0.952429729601846,5.69431487361477,0.000122440041712357,0.00381420478327818
"4723","Migut.D00143.v2.0",-1.48151138234354,8.63594624698478,0.000124193038255532,0.00385637353837193
"5845","Migut.D01265.v2.0",-4.94833728924774,6.85321718527821,0.00012574923380265,0.00389218061164162
"25632","Migut.N01849.v2.0",1.24673293196656,5.2283603754401,0.000130779006734818,0.00403492929085666
"21155","Migut.L01466.v2.0",-1.61415974927819,4.1150908452318,0.000132533213210481,0.00407602942666756
"2008","Migut.B00763.v2.0",-1.26861930217576,4.33769612006531,0.000135197201849519,0.00413667473985744
"2537","Migut.B01292.v2.0",-0.887336466435268,10.0454590625459,0.000135768593979744,0.00413667473985744
"14363","Migut.H01861.v2.0",-0.925403196526141,6.25199926904114,0.000135790192868884,0.00413667473985744
"22160","Migut.M00416.v2.0",0.798869115049404,5.87311316899515,0.000137598498875869,0.00417858082907002
"18650","Migut.K00478.v2.0",-1.06502928823718,7.09493527770212,0.000140601699583874,0.00425639690558456
"21526","Migut.L01837.v2.0",-1.66771183300222,4.00983243672359,0.000141111003299527,0.00425846549644853
"18133","Migut.J01856.v2.0",1.39108470211435,4.08419544481258,0.000141894788501545,0.00426877873071471
"4169","Migut.C01001.v2.0",-0.922695412326035,9.97538621516844,0.000147132255900098,0.00440198068836388
"8900","Migut.E01721.v2.0",-1.62452347306556,4.39631519757032,0.000147234106072438,0.00440198068836388
"24956","Migut.N01173.v2.0",1.46397107445836,4.51238385230074,0.000148565955400458,0.00442809083735255
"21171","Migut.L01482.v2.0",-0.909970201427962,11.507605312367,0.000151474371053969,0.00450088615774826
"16521","Migut.J00244.v2.0",-1.00789409114709,7.326602442208,0.000155491782605213,0.00460608633318573
"6226","Migut.D01646.v2.0",1.54606932773496,4.31743008432808,0.000157920687462792,0.00466373112791492
"7140","Migut.D02560.v2.0",12.7004510581686,3.53294538956349,0.000158897890820686,0.00466996726086127
"14137","Migut.H01635.v2.0",-1.20351265857392,5.02898824996287,0.000159099019242348,0.00466996726086127
"10181","Migut.F01173.v2.0",-1.24234397509147,4.64219043523381,0.00016123587563373,0.00471834803331797
"16514","Migut.J00237.v2.0",1.82483325706803,4.28623436756973,0.000162629738526092,0.00472879037174575
"2956","Migut.B01711.v2.0",-1.14869479646603,4.70521326649397,0.000163075337434972,0.00472879037174575
"12947","Migut.H00445.v2.0",-0.80653485347922,6.92136257328274,0.000163076317899001,0.00472879037174575
"15573","Migut.I00512.v2.0",0.956474069307567,6.49665756072361,0.000163551411842506,0.00472879037174575
"27992","Migut.O00833.v2.0",-0.767262266083769,6.81419082699719,0.000164756592012251,0.00474941614645466
"5644","Migut.D01064.v2.0",0.849490126656084,6.20381836990927,0.000166583438253448,0.00478277790535209
"13308","Migut.H00806.v2.0",1.22187512232729,4.8514732312618,0.000166904437620757,0.00478277790535209
"23780","Migut.M02036.v2.0",-0.783534313799847,8.08344962669324,0.000168757998212485,0.00481198815436757
"5059","Migut.D00479.v2.0",-0.999990576010314,7.4194608522489,0.000168920367021912,0.00481198815436757
"1365","Migut.B00120.v2.0",1.24226909564553,7.81133780134209,0.000170383764938806,0.00483940005298249
"27337","Migut.O00178.v2.0",1.81806986259116,5.23264602058137,0.000172754125086588,0.00489233602921167
"19709","Migut.L00020.v2.0",1.01193636447322,4.61834546210945,0.000175223003412048,0.00494774428055599
"7332","Migut.E00153.v2.0",-2.17129925823704,5.15756774336587,0.000176057293760032,0.00495680841352953
"5341","Migut.D00761.v2.0",1.3291452156738,4.88040921704998,0.000177460094601327,0.00498177945803785
"3090","Migut.B01845.v2.0",-1.40290032297172,5.2129724007019,0.000179066045676369,0.00499813707273825
"11061","Migut.F02053.v2.0",1.07242553926122,6.73851555161676,0.000179738885863756,0.00499813707273825
"8603","Migut.E01424.v2.0",-0.822027624096675,5.36210118792607,0.000179772168903618,0.00499813707273825
"3391","Migut.C00223.v2.0",-1.19143747064677,7.07101494631622,0.000180574937642718,0.00499813707273825
"16339","Migut.J00062.v2.0",-0.827718390612221,7.79015980848504,0.000180630613895169,0.00499813707273825
"14745","Migut.H02243.v2.0",0.788941665858024,5.46903450503859,0.000185176941407851,0.00510536692167793
"12530","Migut.H00028.v2.0",-1.25501414411639,5.43137991437345,0.00018574317039603,0.00510536692167793
"11404","Migut.G00254.v2.0",-3.06013033619235,4.83201291149135,0.000186091866669839,0.00510536692167793
"2240","Migut.B00995.v2.0",0.843460632067617,4.3346693277698,0.000188523839726873,0.0051486626326601
"25696","Migut.N01913.v2.0",-0.819467114539583,4.94744319857594,0.000188736312722551,0.0051486626326601
"9363","Migut.F00355.v2.0",-0.93148444324249,5.70478329665542,0.000194250910636327,0.00528165246688451
"17113","Migut.J00836.v2.0",1.27440555697804,4.0708063683881,0.000194705216755813,0.00528165246688451
"12198","Migut.G01048.v2.0",7.47766338925315,3.96246878291271,0.000197921429149233,0.0053538578187511
"26837","Migut.N03054.v2.0",1.24409333693934,6.68103312175556,0.000201375401995053,0.00542765909614715
"11124","Migut.F02116.v2.0",1.04093547541202,4.11959136081903,0.00020177380299439,0.00542765909614715
"1717","Migut.B00472.v2.0",-2.16482264370713,6.35524158333234,0.000204120268596474,0.00547552620510042
"16864","Migut.J00587.v2.0",1.35462246237177,4.59944139037744,0.000205705583532138,0.00550276681487496
"26521","Migut.N02738.v2.0",0.991751104501514,6.57796913276529,0.000208348602764757,0.00555807308535706
"21175","Migut.L01486.v2.0",-0.761454009466354,7.94862124105225,0.000211216128571144,0.0056190472551282
"9012","Migut.F00004.v2.0",-0.742311421044852,8.0805560059456,0.000214022126461498,0.00567805405285354
"4459","Migut.C01291.v2.0",-1.16915596817222,5.4613805173388,0.000214630617207268,0.0056785969051249
"10161","Migut.F01153.v2.0",-0.939912614575302,4.56791488505505,0.000217187682450986,0.00573055040827643
"18914","Migut.K00742.v2.0",-1.66387397058603,4.94280258290055,0.000226299787074731,0.00595470584136425
"7643","Migut.E00464.v2.0",-1.15870144140915,6.71344303238763,0.000227767683501772,0.00597704489015385
"23977","Migut.N00194.v2.0",-0.773261557439187,5.79056911322103,0.00023337549930682,0.00610760757941995
"10217","Migut.F01209.v2.0",1.7392762540939,4.21672451676659,0.000234324636133495,0.00611587300308422
"2814","Migut.B01569.v2.0",1.24355611099557,5.76160310100157,0.000235804530353109,0.00613790929816704
"10716","Migut.F01708.v2.0",-0.802352848649413,8.59354651688515,0.000236791486238081,0.00614703059839019
"9081","Migut.F00073.v2.0",-1.67220643897634,4.73868382408141,0.00023961396826323,0.00620362491023596
"67","Migut.A00067.v2.0",-0.92042568568746,6.45384671342898,0.000240934870082279,0.00621936415514955
"15584","Migut.I00523.v2.0",1.01737801804849,6.71003519055558,0.000241509947000216,0.00621936415514955
"3887","Migut.C00719.v2.0",6.24549617647237,6.10819502170742,0.000242267431964628,0.00622227816617663
"18505","Migut.K00333.v2.0",-1.13885109453998,7.52244565615977,0.000246596368017407,0.00631666081152282
"9800","Migut.F00792.v2.0",-0.810109661569478,4.52158211424846,0.000249164412006821,0.00636555747817426
"19434","Migut.K01262.v2.0",-1.15803516000228,6.62332348928581,0.00024985282715747,0.00636630277535537
"4144","Migut.C00976.v2.0",-1.80222818684296,5.26997287323745,0.000254906776113535,0.00647798614981161
"1908","Migut.B00663.v2.0",1.10044301585618,4.55049330478843,0.000256013069640532,0.00648902418246357
"27135","Migut.N03352.v2.0",-1.27045693224453,5.26827341369286,0.000262132497393716,0.0066267369825422
"17556","Migut.J01279.v2.0",-0.934254604902123,6.50407926347184,0.000271145945713284,0.00683670077742345
"11697","Migut.G00547.v2.0",0.985592711923063,5.48944419900681,0.000276060861679648,0.00693813995667756
"22881","Migut.M01137.v2.0",-1.87006202696484,5.48444496915685,0.000276605973213303,0.00693813995667756
"26984","Migut.N03201.v2.0",-1.44564899636656,5.60108868521795,0.000283800420323146,0.0070837918067581
"5496","Migut.D00916.v2.0",-1.7243039171647,5.73095361105016,0.00028387982077409,0.0070837918067581
"5437","Migut.D00857.v2.0",-0.961155908938725,6.25732107988533,0.000286486547372431,0.00712587446877068
"1843","Migut.B00598.v2.0",-0.99396769651926,8.54442044426779,0.000287042059475178,0.00712587446877068
"23146","Migut.M01402.v2.0",-2.06681024853802,6.4075165908572,0.000288446043662765,0.00712831104807337
"9117","Migut.F00109.v2.0",-0.853141149637508,4.94197077697578,0.000288616508211317,0.00712831104807337
"18499","Migut.K00327.v2.0",-0.92646127093597,5.92552943829039,0.000290686097320458,0.00716111133118281
"3013","Migut.B01768.v2.0",-0.923663858651258,7.50460218056815,0.000293418473380759,0.00721003103673788
"27688","Migut.O00529.v2.0",-1.4677877172948,4.05624254278835,0.000303920443870657,0.0074491363615709
"13046","Migut.H00544.v2.0",0.910972863519465,5.43860113139895,0.000304951535880483,0.00745548603037424
"23156","Migut.M01412.v2.0",-1.23493437740458,6.25473765633475,0.000305903721174239,0.00745987938227179
"2026","Migut.B00781.v2.0",-1.84126109427608,6.44629037636236,0.000310766740784008,0.00755938139987698
"8707","Migut.E01528.v2.0",1.85445917627146,4.7001190426708,0.000312200073146836,0.00757516609642965
"7391","Migut.E00212.v2.0",1.14710692505348,4.4798926923779,0.000316241510547129,0.00765399565752788
"16970","Migut.J00693.v2.0",0.888281663481067,5.10210476985255,0.000320551036005466,0.00773890338676196
"10173","Migut.F01165.v2.0",0.82941993395931,5.08206570081479,0.000326467727443234,0.00786209188009804
"1679","Migut.B00434.v2.0",-5.54367331153392,3.64270759804392,0.000327296383731384,0.00786244074053227
"26942","Migut.N03159.v2.0",3.98994357306888,5.18260053271585,0.00032842781874752,0.0078700432894412
"16276","Migut.I01215.v2.0",5.78346083808546,3.88943200913802,0.000333019397269482,0.00796031762235492
"15988","Migut.I00927.v2.0",-1.16936520139277,7.55684626684232,0.000339895400593701,0.00810461699637869
"11941","Migut.G00791.v2.0",-1.09125343731678,5.56463544659411,0.000344718515825139,0.00819937612641224
"9972","Migut.F00964.v2.0",-0.802579423652592,6.18523969040885,0.000359657850128389,0.00853369989850087
"24395","Migut.N00612.v2.0",1.0295501891423,3.89604450543627,0.000363138466253257,0.00859516707992083
"9211","Migut.F00203.v2.0",-1.90979229248172,4.46844859558444,0.000367426719997992,0.00867540301961028
"1306","Migut.B00061.v2.0",-0.912474885523537,8.18639129778263,0.000370798379686616,0.00872197356201513
"23599","Migut.M01855.v2.0",-1.8350599812417,6.22878893750572,0.000371205460700861,0.00872197356201513
"14422","Migut.H01920.v2.0",1.27768446507422,4.97596092845758,0.000375223513828796,0.00879498415787544
"16241","Migut.I01180.v2.0",1.46890086900242,5.817813837387,0.000376743862166457,0.00880666817933888
"14501","Migut.H01999.v2.0",0.984383715319527,5.31694860006872,0.000377545886532701,0.00880666817933888
"21649","Migut.L01960.v2.0",-0.834520732547447,7.78052655265828,0.000383280179852747,0.00891385941009603
"18510","Migut.K00338.v2.0",-1.99959043859398,4.32530180244034,0.000384649957867399,0.00891385941009603
"14483","Migut.H01981.v2.0",1.0808652220377,5.86074914775702,0.000384910362846644,0.00891385941009603
"19597","Migut.K01425.v2.0",-1.28052560201091,4.19452026747017,0.000396828524343231,0.00916787813297269
"1542","Migut.B00297.v2.0",-1.12258600822379,7.69379964526207,0.000400537999690324,0.00923149275181255
"17111","Migut.J00834.v2.0",-0.968534719004146,5.65995710935461,0.000404198318627922,0.00929367419759486
"5825","Migut.D01245.v2.0",-2.43237968654753,3.62332528206966,0.00040598319733995,0.0093030588864995
"9365","Migut.F00357.v2.0",-1.32862772643609,6.79047150809672,0.000406533172838644,0.0093030588864995
"24596","Migut.N00813.v2.0",0.772293005411416,5.40722711079446,0.000416297133932828,0.00950397499382819
"23205","Migut.M01461.v2.0",-1.89252472670526,8.17035715058812,0.000418088825099787,0.00952236741506755
"27389","Migut.O00230.v2.0",-1.48004543979644,5.48890766823227,0.00042465156621432,0.00964908276454515
"6482","Migut.D01902.v2.0",-0.783594768454517,7.66528695270634,0.000432823542503981,0.00981168298112898
"4897","Migut.D00317.v2.0",-1.05175447523201,4.88408017346346,0.000442915846812747,0.0100169515987604
"12319","Migut.G01169.v2.0",-1.18865398307674,5.04367863433181,0.000444970892898007,0.010039915683916
"6671","Migut.D02091.v2.0",-1.14063876781459,10.0249621173291,0.000448970872360615,0.0101065541127889
"4513","Migut.C01345.v2.0",-1.02298602632731,4.17361576676115,0.000451654841098623,0.0101433274429986
"1670","Migut.B00425.v2.0",0.754228575623596,4.63838697486135,0.000452984675123303,0.0101495893449321
"16869","Migut.J00592.v2.0",-0.909738086274672,6.02222115732694,0.000454249429991076,0.0101543674662589
"5504","Migut.D00924.v2.0",1.05492644674588,4.3547420953784,0.000460028436100635,0.0102393334740657
"28080","Migut.O00921.v2.0",1.08644702875186,7.20448098860948,0.000460170935874961,0.0102393334740657
"8951","Migut.E01772.v2.0",-0.801768440255963,6.08082128325451,0.000478631001977933,0.0105721588426882
"23017","Migut.M01273.v2.0",2.8462116763124,4.31108415325591,0.000478749909295778,0.0105721588426882
"19560","Migut.K01388.v2.0",1.31949088248132,4.79943575215974,0.000479275034965081,0.0105721588426882
"25726","Migut.N01943.v2.0",-0.780397004511041,4.18779885010014,0.000479507670404622,0.0105721588426882
"1749","Migut.B00504.v2.0",1.18510759107748,3.94520966628507,0.000482347559742065,0.0105871753320839
"19686","Migut.K01514.v2.0",0.803818571988997,6.55197511553283,0.000482381396512056,0.0105871753320839
"10670","Migut.F01662.v2.0",-0.854378526687222,7.78150509710177,0.000484431350724134,0.0106080579454489
"1500","Migut.B00255.v2.0",-0.974370560981107,4.3687156673034,0.000487705247174304,0.0106555872668829
"9179","Migut.F00171.v2.0",2.16451361191132,3.96763562934184,0.000491631860851785,0.0107171306551821
"23307","Migut.M01563.v2.0",-0.810219365685888,5.88484700029101,0.000497755517288088,0.0108261825010159
"7403","Migut.E00224.v2.0",0.669449102477804,5.95081238170554,0.000506467188457574,0.010990907053786
"24782","Migut.N00999.v2.0",1.03027084799212,4.44569753831753,0.00051054541521238,0.0110405399394455
"9161","Migut.F00153.v2.0",-1.65316293744696,6.68412698163202,0.000511040835966876,0.0110405399394455
"3016","Migut.B01771.v2.0",-1.07568853162925,8.02966108333699,0.000521669942142738,0.0112380951169859
"78","Migut.A00078.v2.0",-1.20297581990165,5.67268585028529,0.000522512654812745,0.0112380951169859
"16333","Migut.J00056.v2.0",-1.25139791709014,5.99154392353435,0.000524795407351564,0.0112418070009243
"8100","Migut.E00921.v2.0",-1.12743371577323,3.91243188425779,0.000525082790933568,0.0112418070009243
"23305","Migut.M01561.v2.0",-0.803798329317572,4.07474747154078,0.000526177566989517,0.0112418070009243
"2749","Migut.B01504.v2.0",0.834310612435929,6.30580904281714,0.000532417956538479,0.0113500225304461
"11125","Migut.F02117.v2.0",-1.05247442285968,5.57001358120981,0.000534794368346983,0.0113576532213161
"17494","Migut.J01217.v2.0",-2.26717854194624,8.5696236500756,0.000535128115946859,0.0113576532213161
"4404","Migut.C01236.v2.0",1.0469021842383,5.79099648521013,0.000538278491074211,0.011398245284517
"16776","Migut.J00499.v2.0",-0.983201534412405,6.20900107268345,0.000540144180137203,0.011398245284517
"18706","Migut.K00534.v2.0",1.84219753530188,4.04384990450817,0.000541390868377584,0.011398245284517
"18951","Migut.K00779.v2.0",1.26223395376593,4.41425129321653,0.000541761891435571,0.011398245284517
"9628","Migut.F00620.v2.0",-0.868033970883229,5.72357753824237,0.00054921509510327,0.0115299351595919
"15763","Migut.I00702.v2.0",1.35340726238764,5.92068168741665,0.000555444160587366,0.0116306091258276
"24321","Migut.N00538.v2.0",0.723807205027332,7.95443847461489,0.000556419324441581,0.0116306091258276
"6631","Migut.D02051.v2.0",1.06979714825187,5.6679498241135,0.000559491183710773,0.0116695601751511
"5844","Migut.D01264.v2.0",1.59598380126297,4.92819028366009,0.000560981500637111,0.0116754274820099
"15750","Migut.I00689.v2.0",-0.837063233305642,8.11705839640437,0.000562526898475887,0.0116824134593154
"26761","Migut.N02978.v2.0",0.793409318071129,4.79871740668243,0.000569233672474825,0.0117892720868233
"17965","Migut.J01688.v2.0",-1.19189288574095,4.11429028076393,0.000570113913694366,0.0117892720868233
"20864","Migut.L01175.v2.0",1.37465582742195,3.95422749609106,0.00057174970111586,0.0117978351787946
"23398","Migut.M01654.v2.0",-1.00265231986267,5.49505273952828,0.00057377276173622,0.0118016941420835
"15083","Migut.I00022.v2.0",-0.833588733665511,6.75524376278511,0.000574380889176683,0.0118016941420835
"10287","Migut.F01279.v2.0",0.692621392168077,4.88380807182158,0.000578742912774075,0.011866072842164
"24278","Migut.N00495.v2.0",-3.15793355350526,5.73708879274639,0.000587699804082512,0.0120241885763238
"9517","Migut.F00509.v2.0",-2.32974381141792,5.50016852198743,0.000589421689312162,0.0120339223122358
"24814","Migut.N01031.v2.0",1.738582919623,4.95297742446243,0.000591455971971564,0.0120499795808637
"26105","Migut.N02322.v2.0",-1.08490581052738,5.44988577225622,0.000594213183721888,0.0120772267397658
"15015","Migut.H02513.v2.0",1.52228642023675,7.39750664926909,0.000595294597507356,0.0120772267397658
"25392","Migut.N01609.v2.0",-0.888634553182663,7.37207068091487,0.000599411747730391,0.0121219413795439
"4410","Migut.C01242.v2.0",-0.796791183666241,8.55943933536985,0.000600009110429945,0.0121219413795439
"2188","Migut.B00943.v2.0",-0.98952226614967,4.42664366169177,0.00060245282857155,0.0121391921101301
"15855","Migut.I00794.v2.0",-0.975559862113367,4.56408782298534,0.000603377054246912,0.0121391921101301
"1372","Migut.B00127.v2.0",-0.773936618191238,5.72103467055131,0.000611063808175133,0.0122682810718238
"7423","Migut.E00244.v2.0",1.1209340285266,4.71889565060523,0.000616566504645667,0.01234310583842
"269","Migut.A00269.v2.0",1.47637433041856,5.99223848351694,0.00061734701459634,0.01234310583842
"5103","Migut.D00523.v2.0",-1.95795100744731,4.78548092278852,0.000619194242186816,0.012354460323963
"23269","Migut.M01525.v2.0",0.702064225573522,5.33127580910522,0.000624613652959602,0.0124244998671686
"2586","Migut.B01341.v2.0",0.795396891975588,5.11658850902718,0.000625277719316964,0.0124244998671686
"16661","Migut.J00384.v2.0",1.42160119815523,4.37230182821715,0.000629639024288306,0.0124570572592688
"21179","Migut.L01490.v2.0",-0.99833592587163,4.67348515099596,0.00062986551201738,0.0124570572592688
"534","Migut.A00534.v2.0",-1.90349573826171,8.9560267151407,0.000630786061901463,0.0124570572592688
"26595","Migut.N02812.v2.0",-2.45512766867473,3.80437907803105,0.000633692493606766,0.0124889151240011
"8405","Migut.E01226.v2.0",-1.01554584994505,6.1433165376042,0.000638699955003324,0.0125619663247802
"16767","Migut.J00490.v2.0",-1.27336690565079,9.40861929551703,0.000640378175493547,0.0125693740665471
"20973","Migut.L01284.v2.0",1.36330191889537,3.96127839340733,0.000649327789889397,0.0126840417866302
"285","Migut.A00285.v2.0",0.948373969366936,5.20042959193365,0.000649661879464702,0.0126840417866302
"15527","Migut.I00466.v2.0",-0.869701791919306,4.37325431967065,0.000650160576201922,0.0126840417866302
"2704","Migut.B01459.v2.0",-1.26625031496568,5.31044798719098,0.000653759477631641,0.0127285388618725
"21800","Migut.M00056.v2.0",-0.646056494937775,7.28892948602026,0.000656898790725257,0.0127399143156117
"18686","Migut.K00514.v2.0",-0.652393912819555,8.88231638326332,0.000657367209936642,0.0127399143156117
"13367","Migut.H00865.v2.0",-1.55822533047405,3.91367625768003,0.000658301464584266,0.0127399143156117
"22283","Migut.M00539.v2.0",-0.890905192020382,6.18736696970664,0.000661228825715978,0.0127709735398784
"18238","Migut.K00066.v2.0",-1.0903652700656,6.43797022106715,0.000662745739188089,0.0127747217631524
"26195","Migut.N02412.v2.0",-0.883319952765614,8.06224235543653,0.000672115115553644,0.0129295132886485
"12876","Migut.H00374.v2.0",1.21709785354231,3.97394661432854,0.00067350800298971,0.0129305502681345
"24882","Migut.N01099.v2.0",-0.889563970014012,5.69962404278521,0.000679688410388087,0.0130233154347574
"26982","Migut.N03199.v2.0",-0.781079173540153,10.1846428364097,0.000682244328451854,0.013046402930415
"11422","Migut.G00272.v2.0",-0.968812207797993,5.18013438963689,0.000684505558718989,0.0130637750603741
"243","Migut.A00243.v2.0",0.776302409477316,5.18883327838808,0.000687586876239601,0.0130779362680551
"16531","Migut.J00254.v2.0",-0.810895448211467,6.33105753196445,0.000687956055107385,0.0130779362680551
"26299","Migut.N02516.v2.0",-1.00663335971532,7.42479672837024,0.000694711798720958,0.0131804161890929
"21133","Migut.L01444.v2.0",1.29017960268243,5.12778114574697,0.000705450071964281,0.0133392921040911
"15399","Migut.I00338.v2.0",-0.765661653331665,5.45272695091433,0.000705848427585226,0.0133392921040911
"16523","Migut.J00246.v2.0",4.88438139887706,4.5237513722885,0.000708099862085623,0.0133452455181599
"9118","Migut.F00110.v2.0",1.31694711380336,5.92101633234146,0.000708927301523873,0.0133452455181599
"22560","Migut.M00816.v2.0",-1.59464358884468,5.70575635960574,0.000716442602565364,0.0134604790135676
"7561","Migut.E00382.v2.0",-2.40412684709101,4.99530078855996,0.00072040205183751,0.013508587601155
"22515","Migut.M00771.v2.0",-0.808927577227787,5.89518501157008,0.000733178662908899,0.013705362184397
"1312","Migut.B00067.v2.0",0.705842239731068,5.2094807946252,0.000733734311829064,0.013705362184397
"3766","Migut.C00598.v2.0",-1.08857610097825,4.85502862245414,0.000743181907333172,0.0138550341295684
"24776","Migut.N00993.v2.0",0.918898868972653,7.13221418334019,0.000746235667885047,0.0138851596238264
"1444","Migut.B00199.v2.0",-2.78668773716512,4.82602012539993,0.000756161065689953,0.0140427834833998
"10070","Migut.F01062.v2.0",0.83983719726834,4.43448282395198,0.000764167183214537,0.0141642274247654
"17446","Migut.J01169.v2.0",0.697367687170227,5.77178173704572,0.000767798900687471,0.0142042796627182
"5658","Migut.D01078.v2.0",1.82658284081081,3.70768086068452,0.000769972325978251,0.0142172519158164
"27154","Migut.N03371.v2.0",1.37763046629407,3.79120280949579,0.000778380636878376,0.0143450797907147
"15038","Migut.H02536.v2.0",-0.709724571901904,9.39167039914567,0.000782298298067937,0.0143898184084611
"18698","Migut.K00526.v2.0",1.16643747373679,4.83673223795788,0.000785529588113807,0.0144081031411598
"24942","Migut.N01159.v2.0",2.66277045292253,5.11858608789751,0.000786780086875395,0.0144081031411598
