"","gene","AHQF1i_LD_11ReadsPerGene.out.tab","AHQF1i_LD_21ReadsPerGene.out.tab","AHQF1i_LD_6ReadsPerGene.out.tab","AHQF1i_SD_10ReadsPerGene.out.tab","AHQF1i_SD_19ReadsPerGene.out.tab","AHQF1x_LD_28ReadsPerGene.out.tab","AHQF1x_LD_30ReadsPerGene.out.tab","AHQF1x_LD_31ReadsPerGene.out.tab","AHQF1X_SD_29ReadsPerGene.out.tab","AHQF1x_SD_32ReadsPerGene.out.tab","AHQF1x_SD_33ReadsPerGene.out.tab","AHQN_LD_16ReadsPerGene.out.tab","AHQN_LD_20ReadsPerGene.out.tab","AHQN_LD_24ReadsPerGene.out.tab","AHQN_LD_5ReadsPerGene.out.tab","AHQT_LD_17ReadsPerGene.out.tab","AHQT_LD_22ReadsPerGene.out.tab","AHQT_LD_7ReadsPerGene.out.tab","AHQT_LD_8ReadsPerGene.out.tab","AHQT_SD_18ReadsPerGene.out.tab","AHQT_SD_23ReadsPerGene.out.tab","AHQT_SD_25ReadsPerGene.out.tab"
"25168","Migut.N01385.v2.0",303,269,51,116,361,206,173,319,1909,141,3397,161,821,157,157,438,244,103,213,284,20,287
"25169","Migut.N01386.v2.0",694,538,92,186,505,292,254,494,2717,211,4639,324,1453,259,243,807,424,204,294,438,35,423
"25170","Migut.N01387.v2.0",304,372,46,124,229,150,86,126,1172,29,1556,142,406,159,207,225,254,84,97,328,30,541
"25171","Migut.N01388.v2.0",612,647,93,278,467,421,280,710,3363,128,4810,379,1222,299,371,561,447,203,221,576,32,803
"25172","Migut.N01389.v2.0",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"25173","Migut.N01390.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25174","Migut.N01391.v2.0",112,104,19,83,87,55,47,100,794,26,1057,78,210,92,67,63,53,29,21,105,6,157
"25175","Migut.N01392.v2.0",0,0,0,0,0,1,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
"25176","Migut.N01393.v2.0",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25177","Migut.N01394.v2.0",0,2,0,0,1,1,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,2
"25178","Migut.N01395.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25179","Migut.N01396.v2.0",164,135,24,106,99,67,28,136,297,6,343,96,252,135,78,66,58,47,17,112,9,258
"25180","Migut.N01397.v2.0",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"25181","Migut.N01398.v2.0",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"25182","Migut.N01399.v2.0",0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2
"25183","Migut.N01400.v2.0",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"25184","Migut.N01401.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25185","Migut.N01402.v2.0",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"25186","Migut.N01403.v2.0",55,108,15,44,189,90,46,127,1841,56,3227,35,57,27,35,121,246,51,12,474,22,397
"25187","Migut.N01404.v2.0",1362,1210,287,518,2043,772,248,1483,9004,557,10642,1237,1685,411,1528,980,445,581,310,2165,118,1025
"25188","Migut.N01405.v2.0",0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,2,0,3,0,0
"25189","Migut.N01406.v2.0",156,166,19,116,173,117,77,156,1609,47,1845,74,367,72,108,149,135,71,98,176,7,217
"25190","Migut.N01407.v2.0",19,7,6,15,6,4,5,18,66,3,99,5,18,8,5,11,6,3,5,18,2,5
"25191","Migut.N01408.v2.0",24,27,2,8,11,2,7,7,31,0,55,4,8,22,25,10,6,2,1,9,2,34
"25192","Migut.N01409.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25193","Migut.N01410.v2.0",78,57,2,51,39,12,10,14,186,8,235,37,153,43,99,28,29,14,14,77,9,132
"25194","Migut.N01411.v2.0",88,68,2,33,24,15,13,27,261,4,385,21,85,34,56,39,38,12,5,39,4,84
"25195","Migut.N01412.v2.0",0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,7,0,0,0
"25196","Migut.N01413.v2.0",9,19,0,2,50,18,10,22,545,10,570,0,0,4,3,6,10,9,24,31,0,33
"25197","Migut.N01414.v2.0",3,1,2,14,14,1,4,11,21,1,135,24,65,12,7,1,3,1,4,7,0,6
"25198","Migut.N01415.v2.0",30,74,24,34,60,32,49,63,317,12,483,51,70,34,44,48,45,11,16,63,6,74
"25199","Migut.N01416.v2.0",135,148,9,73,93,115,59,142,545,28,652,115,246,63,84,77,86,57,33,129,6,214
"25200","Migut.N01417.v2.0",6813,6965,580,1972,2923,2830,2418,5132,24083,814,31638,4266,9380,2908,5374,3360,3769,2449,1683,5941,400,7667
"25201","Migut.N01418.v2.0",51,93,5,34,46,38,39,64,464,20,617,26,100,60,86,31,60,30,23,74,8,179
"25202","Migut.N01419.v2.0",22,1,0,3,18,11,0,26,89,13,103,3,65,5,7,26,11,6,11,5,1,13
"25203","Migut.N01420.v2.0",111,166,29,132,302,63,68,176,1602,46,2068,119,339,74,114,57,67,54,57,250,21,220
"25204","Migut.N01421.v2.0",114,61,9,34,93,56,50,98,626,24,814,60,242,41,54,91,41,39,16,64,5,50
"25205","Migut.N01422.v2.0",303,226,40,154,175,166,127,188,1191,57,1715,120,446,130,154,197,166,63,80,194,21,321
"25206","Migut.N01423.v2.0",47,142,36,76,281,103,122,200,1262,31,1429,135,242,96,38,87,59,50,51,278,17,151
"25207","Migut.N01424.v2.0",100,120,17,55,32,59,49,134,361,23,560,75,214,66,72,70,67,36,13,69,3,129
"25208","Migut.N01425.v2.0",0,5,0,1,3,0,0,4,11,0,9,0,1,1,2,0,0,1,1,0,0,1
"25209","Migut.N01426.v2.0",17,12,2,10,26,17,11,40,170,10,241,11,38,11,27,15,21,8,5,27,0,38
"25210","Migut.N01427.v2.0",223,212,26,131,226,133,121,264,1445,35,1959,163,370,153,141,159,134,86,41,203,23,260
"25211","Migut.N01428.v2.0",0,0,2,0,1,0,0,0,9,0,9,0,0,0,1,0,0,0,0,1,0,2
"25212","Migut.N01429.v2.0",40,40,9,21,18,33,17,40,114,2,180,22,90,19,23,34,25,15,17,24,2,49
"25213","Migut.N01430.v2.0",426,411,74,162,453,232,177,400,2523,106,4231,128,536,145,220,276,210,129,171,534,24,370
"25214","Migut.N01431.v2.0",103,138,19,62,55,58,43,130,487,34,738,71,191,71,80,74,105,39,28,117,13,117
"25215","Migut.N01432.v2.0",362,462,43,213,510,238,169,415,3028,94,4133,257,767,217,311,306,260,120,168,404,34,485
"25216","Migut.N01433.v2.0",5,5,0,10,6,5,3,1,20,0,51,6,4,3,7,2,5,3,0,5,4,6
"25217","Migut.N01434.v2.0",0,4,0,2,7,0,2,3,31,0,46,8,23,3,1,0,5,3,2,6,0,12
"25218","Migut.N01435.v2.0",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"25219","Migut.N01436.v2.0",109,43,6,9,9,57,31,71,110,85,149,65,685,24,65,96,50,21,1,80,2,36
"25220","Migut.N01437.v2.0",199,281,27,155,328,119,146,196,1952,28,2585,156,292,168,180,125,122,72,59,276,25,294
"25221","Migut.N01438.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25222","Migut.N01439.v2.0",66,60,10,39,46,42,17,59,304,8,398,43,101,55,37,30,53,28,22,39,2,116
"25223","Migut.N01440.v2.0",601,931,118,443,767,406,386,735,4764,193,6018,527,1724,465,561,365,475,291,317,1089,49,1205
"25224","Migut.N01441.v2.0",25,46,10,33,52,20,9,25,342,16,486,46,76,27,26,33,18,26,4,39,0,73
"25225","Migut.N01442.v2.0",528,784,91,392,310,359,354,670,3020,84,3858,273,909,353,392,328,479,261,219,463,35,681
"25226","Migut.N01443.v2.0",182,183,26,113,192,108,67,192,1559,61,2272,106,292,95,115,148,144,60,55,253,9,268
"25227","Migut.N01444.v2.0",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"25228","Migut.N01445.v2.0",97,90,13,56,84,38,41,81,622,13,694,65,136,50,59,68,46,27,34,86,6,87
"25229","Migut.N01446.v2.0",286,388,50,232,450,180,132,283,2451,114,3810,148,574,172,242,180,252,109,116,541,38,505
"25230","Migut.N01447.v2.0",194,400,79,391,1595,164,436,317,7261,38,11216,208,197,361,206,86,37,49,50,360,55,615
"25231","Migut.N01448.v2.0",69,108,11,38,43,52,34,87,489,35,702,42,127,24,57,65,58,27,34,102,2,125
"25232","Migut.N01449.v2.0",49,66,5,34,39,29,15,50,298,9,346,45,89,23,22,31,31,21,7,61,6,99
"25233","Migut.N01450.v2.0",179,240,18,123,200,113,59,231,1287,46,1772,156,252,120,140,76,110,54,71,203,15,294
"25234","Migut.N01451.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25235","Migut.N01452.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25236","Migut.N01453.v2.0",119,174,29,168,61,63,70,196,688,39,907,137,573,124,250,64,104,51,40,229,18,297
"25237","Migut.N01454.v2.0",751,743,83,1204,639,266,190,582,5935,103,8181,964,1795,987,900,159,273,146,15,1371,144,3128
"25238","Migut.N01455.v2.0",297,382,34,125,280,218,128,357,2133,106,2929,169,666,198,205,315,275,112,136,356,23,374
"25239","Migut.N01456.v2.0",114,148,18,80,80,95,65,152,655,30,949,132,286,104,137,45,70,45,33,99,7,165
"25240","Migut.N01457.v2.0",1575,1725,141,1119,993,786,523,1186,6850,324,9054,1301,3835,864,1242,855,707,448,415,2302,126,2076
"25241","Migut.N01458.v2.0",123,167,29,85,296,99,103,194,1282,50,1872,105,315,78,83,120,105,61,111,178,19,157
"25242","Migut.N01459.v2.0",3,4,2,4,67,1,9,6,139,3,246,6,12,14,4,3,4,1,2,10,0,18
"25243","Migut.N01460.v2.0",2281,2609,230,929,1289,948,1082,1838,8838,324,10348,1268,3398,1087,1558,1071,1162,928,568,2031,130,2855
"25244","Migut.N01461.v2.0",0,5,0,5,51,27,5,38,206,7,229,3,26,3,1,2,1,5,3,20,0,10
"25245","Migut.N01462.v2.0",184,197,26,95,232,109,94,163,1477,44,2141,108,272,82,134,117,101,62,79,244,8,273
"25246","Migut.N01463.v2.0",248,167,26,88,142,132,80,286,837,40,1120,169,372,118,129,194,127,76,69,169,17,259
"25247","Migut.N01464.v2.0",51,50,1,28,51,20,13,28,411,13,486,30,81,23,31,22,21,23,7,80,9,84
"25248","Migut.N01465.v2.0",299,233,22,275,343,63,123,82,2253,42,3101,463,540,272,312,89,74,96,103,695,43,769
"25249","Migut.N01466.v2.0",6,9,2,2,8,2,3,5,67,1,58,0,12,10,10,6,6,7,5,28,0,20
"25250","Migut.N01467.v2.0",18,14,2,1,9,14,3,22,41,27,35,1,35,3,11,38,22,11,34,15,0,6
"25251","Migut.N01468.v2.0",3,11,3,4,12,11,10,10,84,3,84,3,19,1,1,20,5,3,5,11,0,19
"25252","Migut.N01469.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25253","Migut.N01470.v2.0",0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"25254","Migut.N01471.v2.0",78,138,18,63,94,64,44,135,822,35,915,59,265,56,55,84,122,33,31,135,10,113
"25255","Migut.N01472.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25256","Migut.N01473.v2.0",462,413,46,118,348,169,144,282,1993,55,2752,216,582,129,181,248,212,157,128,393,22,372
"25257","Migut.N01474.v2.0",153,176,13,42,57,85,44,114,493,22,701,55,212,49,74,111,75,43,49,105,6,101
"25258","Migut.N01475.v2.0",191,212,36,79,176,108,103,180,1204,67,1991,104,334,80,118,160,102,74,96,239,19,173
"25259","Migut.N01476.v2.0",324,652,43,194,197,234,170,531,1658,87,2205,241,1070,223,392,301,299,171,143,375,20,523
"25260","Migut.N01477.v2.0",920,1055,105,569,609,825,508,1003,3652,184,6332,588,1648,576,619,709,764,423,327,1282,104,1911
"25261","Migut.N01478.v2.0",65,66,2,42,52,33,25,62,216,16,373,38,118,44,54,35,32,16,19,52,3,83
"25262","Migut.N01479.v2.0",171,104,17,97,155,166,36,103,1132,66,1512,103,211,55,42,263,94,50,70,76,3,132
"25263","Migut.N01480.v2.0",2,3,0,4,4,2,0,1,25,2,50,2,4,1,1,4,1,1,1,1,0,2
"25264","Migut.N01481.v2.0",88,100,12,37,88,55,36,83,543,15,686,40,136,39,29,70,62,34,20,74,13,134
"25265","Migut.N01482.v2.0",456,640,60,396,437,293,232,415,3266,122,4463,260,1030,268,388,299,359,179,203,569,43,883
"25266","Migut.N01483.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25267","Migut.N01484.v2.0",201,287,27,125,156,159,110,209,978,37,1295,120,456,127,103,185,173,80,80,198,9,247
"25268","Migut.N01485.v2.0",82,76,19,47,150,85,46,147,864,62,1170,47,162,40,45,95,88,31,76,114,4,97
"25269","Migut.N01486.v2.0",84,58,8,33,45,65,43,102,571,32,724,42,178,32,48,82,51,28,63,70,9,73
"25270","Migut.N01487.v2.0",1,3,0,1,8,0,0,1,24,0,27,4,3,9,2,0,0,2,0,3,0,4
"25271","Migut.N01488.v2.0",5,2,4,1,11,1,4,3,58,0,79,2,9,2,6,4,0,1,1,4,1,4
"25272","Migut.N01489.v2.0",257,205,33,101,119,123,79,199,621,26,812,133,383,116,123,184,112,105,68,110,6,130
"25273","Migut.N01490.v2.0",140,122,14,94,33,54,43,100,282,43,387,88,242,43,70,84,47,29,29,216,2,76
"25274","Migut.N01491.v2.0",1,3,0,0,0,0,1,2,10,0,26,0,0,0,2,0,1,1,0,0,0,1
"25275","Migut.N01492.v2.0",18,30,3,0,1,2,67,27,94,0,156,32,4,30,7,2,0,3,3,1,0,4
"25276","Migut.N01493.v2.0",30,30,3,0,5,16,80,25,106,0,143,7,4,10,4,2,0,0,0,3,0,1
"25277","Migut.N01494.v2.0",92,107,9,2,14,25,178,82,227,0,395,42,15,35,17,14,0,1,5,5,0,5
"25278","Migut.N01495.v2.0",0,0,0,0,2,2,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0
"25279","Migut.N01496.v2.0",252,257,17,74,95,261,76,533,622,55,724,97,757,38,122,275,233,84,169,145,2,97
"25280","Migut.N01497.v2.0",375,299,30,117,358,190,57,292,871,52,1242,219,338,122,125,213,214,113,149,239,23,248
"25281","Migut.N01498.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25282","Migut.N01499.v2.0",0,0,0,0,0,7,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"25283","Migut.N01500.v2.0",505,578,103,245,538,295,361,537,3672,122,5128,298,839,227,295,302,285,150,206,651,35,641
"25284","Migut.N01501.v2.0",736,424,68,351,435,499,229,481,3557,169,4906,406,944,309,265,521,319,225,236,487,28,604
"25285","Migut.N01502.v2.0",99,96,21,50,142,67,21,154,369,12,520,66,163,47,57,73,68,34,20,114,2,119
"25286","Migut.N01503.v2.0",0,0,0,0,14,6,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"25287","Migut.N01504.v2.0",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25288","Migut.N01505.v2.0",248,349,42,209,366,264,167,346,2854,94,3509,117,623,171,200,208,238,113,140,324,17,587
"25289","Migut.N01506.v2.0",364,111,31,156,245,203,94,236,1428,78,1847,120,401,112,67,335,162,77,106,108,12,210
"25290","Migut.N01507.v2.0",46,74,14,26,58,57,21,117,281,9,357,31,104,40,65,34,58,19,16,53,2,93
"25291","Migut.N01508.v2.0",164,176,25,82,256,119,83,303,1660,45,2138,118,337,114,114,113,135,83,54,159,14,237
"25292","Migut.N01509.v2.0",8,9,0,1,3,4,1,5,27,2,51,7,5,2,3,4,7,1,2,5,0,4
"25293","Migut.N01510.v2.0",115,118,17,94,102,97,85,213,2229,45,2706,118,317,115,113,54,94,51,41,206,9,436
"25294","Migut.N01511.v2.0",135,187,21,113,181,85,87,210,987,27,1269,90,367,102,139,99,105,44,64,155,8,199
"25295","Migut.N01512.v2.0",271,288,47,104,274,210,88,447,1530,61,2172,109,394,75,161,154,168,67,89,268,9,340
"25296","Migut.N01513.v2.0",3,0,0,0,0,0,3,0,68,8,65,26,8,3,0,0,0,0,0,0,0,0
"25297","Migut.N01514.v2.0",7,8,0,1,1,0,0,3,12,0,12,4,13,1,1,1,0,0,0,0,1,9
"25298","Migut.N01515.v2.0",8,17,2,5,37,3,3,2,172,0,218,0,11,21,15,4,3,0,0,4,1,19
"25299","Migut.N01516.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25300","Migut.N01517.v2.0",354,333,59,156,283,286,175,478,4852,162,6290,157,615,119,241,243,242,147,186,713,35,503
"25301","Migut.N01518.v2.0",1172,2164,223,2713,5525,352,483,952,30164,957,40875,1048,3423,1080,1568,539,956,815,863,7738,445,8165
"25302","Migut.N01519.v2.0",2,2,1,3,5,2,0,0,34,1,39,1,1,2,1,1,1,2,0,6,0,14
"25303","Migut.N01520.v2.0",10,11,5,5,5,4,2,9,72,2,70,3,4,6,8,3,3,2,4,9,2,9
"25304","Migut.N01521.v2.0",50,63,10,38,37,33,15,79,274,9,434,26,101,39,41,29,39,16,28,39,5,79
"25305","Migut.N01522.v2.0",0,0,0,2,4,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0
"25306","Migut.N01523.v2.0",715,947,220,717,841,1447,965,1958,8420,206,12063,461,1299,776,888,682,680,349,408,1320,98,3055
"25307","Migut.N01524.v2.0",12,26,10,12,60,10,24,19,231,2,325,21,13,86,33,7,10,7,10,6,1,19
"25308","Migut.N01525.v2.0",1462,2661,365,1339,2417,513,1180,781,11143,185,14863,1609,3132,1575,1379,649,680,548,543,1833,223,2658
"25309","Migut.N01526.v2.0",311,489,79,537,797,666,354,843,4041,394,6167,277,792,300,353,263,310,126,131,1020,78,769
"25310","Migut.N01527.v2.0",39,12,6,14,16,13,11,21,66,3,60,54,39,23,29,7,26,16,6,92,10,99
"25311","Migut.N01528.v2.0",13,27,3,28,94,8,13,21,501,6,721,20,22,26,18,22,13,11,10,77,9,73
"25312","Migut.N01529.v2.0",22,10,5,12,25,24,9,34,103,4,165,28,95,5,3,14,16,6,4,24,0,26
"25313","Migut.N01530.v2.0",5,4,0,1,1,1,0,1,33,0,38,0,4,1,1,0,1,0,2,5,1,9
"25314","Migut.N01531.v2.0",71,131,6,61,65,33,30,77,368,15,543,29,132,44,62,48,77,22,28,61,4,156
"25315","Migut.N01532.v2.0",3,8,0,4,1,3,4,3,18,0,38,1,0,1,3,3,0,1,1,2,0,2
"25316","Migut.N01533.v2.0",340,431,56,342,168,190,181,374,1240,58,1965,354,998,221,284,202,217,125,170,366,22,448
"25317","Migut.N01534.v2.0",189,193,26,78,155,156,114,271,980,48,1365,117,245,158,120,190,128,65,70,131,15,169
"25318","Migut.N01535.v2.0",0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"25319","Migut.N01536.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25320","Migut.N01537.v2.0",188,136,13,53,96,70,88,132,788,40,1161,69,252,61,78,114,113,32,60,95,3,130
