,genes,logFC,logCPM,PValue,FDR,log10p,sig
3496,Migut.C00328.v2.0,0.048517528,4.27471017,0.880509508,0.94710184,0.05526595,FALSE
17173,Migut.J00896.v2.0,0.039452988,4.562255848,0.880868151,0.947212583,0.055089092,FALSE
20855,Migut.L01166.v2.0,0.068219464,4.117958829,0.880940477,0.947212583,0.055053435,FALSE
1965,Migut.B00720.v2.0,0.032169493,5.895971399,0.880982611,0.947212583,0.055032664,FALSE
4114,Migut.C00946.v2.0,0.033746314,5.602935007,0.881004807,0.947212583,0.055021722,FALSE
7907,Migut.E00728.v2.0,0.000971117,4.56363903,0.881182632,0.947224658,0.054934071,FALSE
18875,Migut.K00703.v2.0,-0.036477831,5.968543073,0.88133942,0.947224658,0.054856805,FALSE
23296,Migut.M01552.v2.0,0.035409982,6.702262665,0.881377789,0.947224658,0.054837898,FALSE
7829,Migut.E00650.v2.0,-0.058133591,5.201641536,0.881408385,0.947224658,0.054822822,FALSE
22559,Migut.M00815.v2.0,-0.045169132,7.348460001,0.88160422,0.947329693,0.05472634,FALSE
17253,Migut.J00976.v2.0,0.040839272,6.826356053,0.882007016,0.947643406,0.05452796,FALSE
2965,Migut.B01720.v2.0,0.076261821,4.978583129,0.882092428,0.947643406,0.054485906,FALSE
1901,Migut.B00656.v2.0,0.053386867,6.276297719,0.882265707,0.94772413,0.054400601,FALSE
26604,Migut.N02821.v2.0,0.076537782,4.496624586,0.882549011,0.947923012,0.054261167,FALSE
7113,Migut.D02533.v2.0,0.021966154,5.842461859,0.882804963,0.948037875,0.054135234,FALSE
24320,Migut.N00537.v2.0,0.050340283,5.45307703,0.882852295,0.948037875,0.05411195,FALSE
4544,Migut.C01376.v2.0,-0.100418914,3.961044288,0.883162937,0.948173392,0.053959165,FALSE
21462,Migut.L01773.v2.0,0.026673374,4.97549996,0.883267594,0.948173392,0.053907703,FALSE
22911,Migut.M01167.v2.0,-0.040709382,5.578963919,0.883273049,0.948173392,0.053905021,FALSE
7089,Migut.D02509.v2.0,0.097603648,3.659918189,0.883376151,0.94817867,0.05385433,FALSE
14670,Migut.H02168.v2.0,-0.035827394,12.32584909,0.883550024,0.948227736,0.053768857,FALSE
2752,Migut.B01507.v2.0,-0.028093039,6.115845762,0.883618246,0.948227736,0.053735325,FALSE
3959,Migut.C00791.v2.0,0.068043824,4.630034126,0.883818556,0.948337311,0.053636884,FALSE
10279,Migut.F01271.v2.0,-0.013332014,4.819349614,0.884023885,0.948420359,0.053536001,FALSE
19074,Migut.K00902.v2.0,0.060686628,4.640746395,0.884092375,0.948420359,0.053502355,FALSE
8505,Migut.E01326.v2.0,-0.043151449,6.462214248,0.88424807,0.948482019,0.053425879,FALSE
1362,Migut.B00117.v2.0,-0.045137766,4.704655542,0.88440862,0.948548872,0.053347033,FALSE
22727,Migut.M00983.v2.0,-0.089190782,3.983341743,0.884629881,0.948611012,0.053238395,FALSE
21886,Migut.M00142.v2.0,0.035152754,5.873947226,0.884663019,0.948611012,0.053222127,FALSE
14176,Migut.H01674.v2.0,0.008656992,4.206903573,0.885027104,0.948896052,0.053043429,FALSE
23910,Migut.N00127.v2.0,-0.044431277,8.034931992,0.885137835,0.948897711,0.052989095,FALSE
13864,Migut.H01362.v2.0,-0.081124206,4.630866965,0.885246274,0.948897711,0.052935892,FALSE
5724,Migut.D01144.v2.0,0.008466669,4.662051067,0.885323431,0.948897711,0.052898042,FALSE
21200,Migut.L01511.v2.0,-0.068939829,4.390142205,0.885566411,0.949052806,0.052778864,FALSE
3036,Migut.B01791.v2.0,-0.040430408,6.582481893,0.886068484,0.949485503,0.05253271,FALSE
8120,Migut.E00941.v2.0,-0.06459665,4.824599573,0.886471878,0.949717676,0.052335037,FALSE
11555,Migut.G00405.v2.0,0.006756244,3.814672956,0.88648184,0.949717676,0.052330157,FALSE
24316,Migut.N00533.v2.0,0.028916988,8.575313624,0.886615222,0.949755208,0.052264817,FALSE
20492,Migut.L00803.v2.0,-0.054765999,5.162672671,0.886832743,0.949882853,0.052158281,FALSE
24311,Migut.N00528.v2.0,-0.025257,5.927052543,0.887119306,0.950084412,0.052017969,FALSE
10546,Migut.F01538.v2.0,0.025931834,5.33052317,0.887288624,0.950160373,0.051935086,FALSE
18211,Migut.K00039.v2.0,0.003020426,4.541840728,0.888027684,0.950846363,0.051573495,FALSE
25333,Migut.N01550.v2.0,-0.055117734,4.748175676,0.88849441,0.951240633,0.0513453,FALSE
14872,Migut.H02370.v2.0,0.064731245,6.335526132,0.888632623,0.951259658,0.051277747,FALSE
24748,Migut.N00965.v2.0,0.038625215,5.923448719,0.888709188,0.951259658,0.05124033,FALSE
26555,Migut.N02772.v2.0,-0.148208886,4.313009923,0.888967368,0.951430552,0.051114181,FALSE
18240,Migut.K00068.v2.0,0.155927753,3.606930433,0.889144201,0.951514356,0.051027799,FALSE
3168,Migut.B01923.v2.0,0.040475422,9.972938074,0.889333633,0.951611622,0.050935283,FALSE
21848,Migut.M00104.v2.0,0.029561427,8.323875616,0.889723035,0.951878447,0.050745165,FALSE
16597,Migut.J00320.v2.0,0.046520348,6.987751863,0.889780133,0.951878447,0.050717295,FALSE
24884,Migut.N01101.v2.0,-0.020941752,6.447628749,0.890147506,0.951971462,0.050538021,FALSE
17308,Migut.J01031.v2.0,-0.128073387,4.157875479,0.890395129,0.951971462,0.050417225,FALSE
4786,Migut.D00206.v2.0,0.040424884,9.489764039,0.890435558,0.951971462,0.050397506,FALSE
27063,Migut.N03280.v2.0,0.054057413,4.022096919,0.890529976,0.951971462,0.050351457,FALSE
17120,Migut.J00843.v2.0,0.034878514,6.68772062,0.890629173,0.951971462,0.050303083,FALSE
3050,Migut.B01805.v2.0,-0.04077996,6.40972598,0.890669893,0.951971462,0.050283228,FALSE
15509,Migut.I00448.v2.0,-0.023460018,4.191932741,0.890726798,0.951971462,0.050255481,FALSE
18177,Migut.K00005.v2.0,-0.032759631,7.915314887,0.890735037,0.951971462,0.050251464,FALSE
