,genes,logFC,logCPM,PValue,FDR,log10p,sig
1483,Migut.B00238.v2.0,-0.301224246,4.724279408,0.118570036,0.349432776,0.926025047,FALSE
18031,Migut.J01754.v2.0,-0.676353071,5.98671176,0.118591076,0.349432776,0.92594799,FALSE
5254,Migut.D00674.v2.0,-0.364744761,4.649729148,0.118665299,0.349432776,0.925676262,FALSE
9681,Migut.F00673.v2.0,-0.417669533,5.016067173,0.118669401,0.349432776,0.925661251,FALSE
25316,Migut.N01533.v2.0,-0.508899544,5.775975613,0.118673793,0.349432776,0.925645177,FALSE
16391,Migut.J00114.v2.0,0.831995024,8.347876777,0.118684841,0.349432776,0.925604749,FALSE
2105,Migut.B00860.v2.0,0.562556799,4.20800977,0.118851872,0.349735981,0.924993974,FALSE
14021,Migut.H01519.v2.0,-0.408003831,6.181465359,0.118891724,0.349735981,0.924848375,FALSE
6873,Migut.D02293.v2.0,-0.717435311,8.494003821,0.118896471,0.349735981,0.924831034,FALSE
9460,Migut.F00452.v2.0,0.589275209,5.092528407,0.11900617,0.349952065,0.924430522,FALSE
1573,Migut.B00328.v2.0,-0.362780672,5.248198097,0.119079378,0.350019477,0.924163442,FALSE
23274,Migut.M01530.v2.0,-0.447919474,5.743747058,0.119101585,0.350019477,0.92408246,FALSE
26710,Migut.N02927.v2.0,0.275584763,5.580727083,0.119310296,0.350489178,0.923322075,FALSE
21100,Migut.L01411.v2.0,-0.304427034,5.986088821,0.119333998,0.350489178,0.92323581,FALSE
6882,Migut.D02302.v2.0,0.396362695,6.130479352,0.119399417,0.350574693,0.922997795,FALSE
6798,Migut.D02218.v2.0,-0.44717563,4.98529601,0.119540376,0.350881889,0.922485381,FALSE
27528,Migut.O00369.v2.0,0.968950702,5.749735156,0.119605885,0.350920287,0.922247451,FALSE
21843,Migut.M00099.v2.0,-0.570744235,4.289071869,0.119626135,0.350920287,0.922173928,FALSE
568,Migut.A00568.v2.0,0.438265639,5.414781379,0.11982901,0.35136116,0.92143803,FALSE
13421,Migut.H00919.v2.0,0.454777602,4.920067193,0.119849193,0.35136116,0.921364884,FALSE
10921,Migut.F01913.v2.0,0.335314865,6.50318444,0.11989716,0.351395105,0.921191105,FALSE
16093,Migut.I01032.v2.0,-0.385012785,4.75001523,0.119982529,0.351412257,0.920881987,FALSE
10960,Migut.F01952.v2.0,-0.357303509,6.000560828,0.12000214,0.351412257,0.92081101,FALSE
22183,Migut.M00439.v2.0,0.492648089,5.867903553,0.12001218,0.351412257,0.920774675,FALSE
14081,Migut.H01579.v2.0,0.711170258,5.214748953,0.120056214,0.351434634,0.920615357,FALSE
8691,Migut.E01512.v2.0,0.379311771,4.468042774,0.120131514,0.351548493,0.92034305,FALSE
11079,Migut.F02071.v2.0,-0.314336543,8.477069292,0.120415759,0.352273548,0.919316674,FALSE
6683,Migut.D02103.v2.0,0.562722858,10.02730965,0.12052628,0.352369508,0.918918249,FALSE
9232,Migut.F00224.v2.0,0.377622409,4.440187921,0.12055282,0.352369508,0.918822626,FALSE
18716,Migut.K00544.v2.0,-0.721951973,4.976239073,0.12056417,0.352369508,0.918781738,FALSE
28133,Migut.O00974.v2.0,-0.400724504,5.864029832,0.120613554,0.352369508,0.918603887,FALSE
23926,Migut.N00143.v2.0,-0.306351888,6.175568687,0.120631003,0.352369508,0.918541062,FALSE
1431,Migut.B00186.v2.0,-0.398672179,5.399279972,0.120677395,0.352398428,0.918374074,FALSE
12075,Migut.G00925.v2.0,0.309371423,5.184456357,0.120934832,0.352961374,0.917448593,FALSE
10016,Migut.F01008.v2.0,0.279328608,5.406060192,0.120958825,0.352961374,0.91736244,FALSE
3961,Migut.C00793.v2.0,-0.275493383,6.236693539,0.120979823,0.352961374,0.917287056,FALSE
